user_id,num_product_views,avg_view_time,click_through_rate,avg_cart_value,purchase_frequency,num_categories_browsed,used_discount,membership_status,device_type,referral_channel,days_since_last_login
USER00843,12,20.64,0.11,86.09,2.24,5,1,Silver,Mobile,Email,65
USER00844,17,53.6,0.26,55.2,0.15,5,1,Silver,Mobile,Direct,69
USER00845,13,31.93,0.24,94.05,0.82,3,0,Free,Mobile,Direct,65
USER00846,19,49.46,0.06,76.03,0.9,5,1,Free,Mobile,Direct,20
USER00847,17,46.38,0.34,12.14,1.09,4,1,Silver,Mobile,Direct,83
USER00848,9,39.96,0.12,73.54,1.48,3,0,Free,Mobile,Direct,68
USER00849,14,54.56,0.02,46.62,0.74,2,1,Free,Desktop,Ads,52
USER00850,15,45.87,0.11,91.76,0.89,5,0,Silver,Desktop,Social,51
USER00851,29,42.34,0.1,61.34,0.69,3,0,Free,Mobile,Email,74
USER00852,14,37.87,0.15,103.68,1.8,4,1,Gold,Mobile,Direct,31
USER00853,12,46.55,0.14,112.54,3.59,2,0,Free,Mobile,Social,45
USER00854,18,49.44,0.16,53.71,0.18,4,1,Free,Mobile,Email,4
USER00855,19,25.22,0.43,104.03,0.51,3,1,Free,Mobile,Social,53
USER00856,20,38.01,0.42,49.43,0.37,5,0,Silver,Mobile,Direct,51
USER00857,17,23.9,0.24,72.13,4.2,5,1,Free,Mobile,Direct,12
USER00858,9,44.2,0.4,69.04,1.35,4,0,Platinum,Mobile,Social,15
USER00859,13,33.15,0.32,59.92,0.23,9,0,Free,Mobile,Ads,89
USER00860,12,60.42,0.27,85.91,0.76,5,0,Silver,Mobile,Direct,62
USER00861,18,58.45,0.29,111.04,0.96,7,1,Free,Mobile,Ads,46
USER00862,17,26.55,0.19,88.94,1.46,1,0,Free,Tablet,Social,33
USER00863,21,44.95,0.43,72.75,0.36,6,0,Free,Mobile,Direct,36
USER00864,8,57.77,0.15,34.49,1.05,4,0,Free,Desktop,Email,26
USER00865,19,41.49,0.23,-0.28,2.43,5,1,Gold,Desktop,Ads,14
USER00866,20,30.44,0.49,65.59,1.62,6,1,Free,Desktop,Social,18
USER00867,16,23.15,0.22,25.77,0.17,4,1,Silver,Desktop,Direct,50
USER00868,17,62.09,0.1,41.16,3.65,3,0,Gold,Mobile,Direct,4
USER00869,20,63.05,0.41,81.85,0.62,5,0,Gold,Desktop,Ads,88
USER00870,15,40.84,0.28,41.76,0.83,4,0,Platinum,Mobile,Email,41
USER00871,13,60.32,0.2,54.66,1.77,3,0,Silver,Desktop,Social,57
USER00872,18,-14.3,0.37,82.44,0.93,4,0,Platinum,Desktop,Ads,38
USER00873,21,71.55,0.5,82.78,1.33,0,0,Free,Mobile,Social,88
USER00874,16,41.86,0.32,63.51,0.97,3,1,Free,Tablet,Ads,61
USER00875,16,47.84,0.35,29.06,0.55,6,0,Silver,Mobile,Direct,70
USER00876,12,38.59,0.51,62.55,0.87,7,1,Gold,Mobile,Email,85
USER00877,9,72.91,0.54,79.18,0.56,1,1,Gold,Mobile,Email,38
USER00878,15,23.79,0.16,75.89,0.89,4,1,Free,Mobile,Social,34
USER00879,24,74.49,0.05,105.85,0.34,6,0,Platinum,Desktop,Ads,2
USER00880,18,52.93,0.24,59.47,0.09,4,1,Platinum,Desktop,Ads,67
USER00881,17,57.45,0.19,33.87,1.8,5,0,Free,Mobile,Direct,55
USER00882,12,38.42,0.24,65.47,0.2,1,0,Silver,Mobile,Ads,62
USER00883,15,18.84,0.33,63.92,2.59,4,0,Free,Tablet,Ads,13
USER00884,10,63.61,0.4,78.43,0.68,5,0,Platinum,Mobile,Ads,7
USER00885,27,51.23,0.1,115.17,0.43,3,0,Gold,Mobile,Email,69
USER00886,15,72.23,0.44,42.11,0.79,4,1,Silver,Mobile,Direct,52
USER00887,16,41.12,0.37,85.08,0.24,3,0,Free,Mobile,Ads,42
USER00888,11,36.62,0.27,87.56,2.84,2,0,Free,Mobile,Direct,20
USER00889,11,72.76,0.1,68.33,0.27,6,0,Free,Mobile,Email,74
USER00890,9,83.24,0.21,76.85,1.02,1,1,Silver,Mobile,Social,57
USER00891,19,45.19,0.3,73.68,0.27,1,0,Free,Mobile,Direct,80
USER00892,15,29.94,0.07,76.08,0.07,3,0,Free,Mobile,Email,24
USER00893,22,61.21,0.4,138.47,2.4,5,0,Silver,Mobile,Social,9
USER00894,9,39.92,0.48,90.52,1.22,5,0,Silver,Mobile,Direct,17
USER00895,9,56.99,0.3,45.86,0.12,4,1,Platinum,Desktop,Ads,16
USER00896,15,39.81,0.23,77.33,3.35,3,0,Platinum,Mobile,Direct,11
USER00897,15,76.28,0.35,150.96,0.75,4,1,Platinum,Tablet,Ads,52
USER00898,12,31.01,0.38,69.89,0.83,8,1,Free,Mobile,Ads,83
USER00899,14,54.61,0.67,-18.39,1.02,2,0,Free,Mobile,Social,39
USER00900,21,35.23,0.23,53.75,0.38,6,0,Platinum,Mobile,Social,67
USER00901,16,39.37,0.2,68.62,1.2,9,0,Platinum,Mobile,Ads,14
USER00902,19,36.76,0.24,69.67,0.43,4,1,Free,Mobile,Social,3
USER00903,17,59.77,0.24,120.72,2.71,3,1,Free,Mobile,Social,62
USER00904,12,63.37,0.1,89.26,2.62,8,0,Silver,Desktop,Email,39
USER00905,16,56.15,0.21,59.05,0.97,3,0,Platinum,Desktop,Social,62
USER00906,9,42.84,0.24,87.37,1.14,3,1,Free,Desktop,Email,78
USER00907,14,47.8,0.42,67.07,7.42,2,0,Free,Mobile,Email,60
USER00908,10,62.95,0.08,67.64,2.38,6,1,Free,Desktop,Social,7
USER00909,18,63.59,0.38,117.59,0.1,5,0,Platinum,Desktop,Ads,19
USER00910,8,-8.81,0.6,124.76,0.28,4,0,Free,Mobile,Social,57
USER00911,23,39.56,0.26,91.27,1.36,4,0,Silver,Desktop,Social,30
USER00912,17,40.51,0.14,56.78,0.7,3,0,Silver,Tablet,Social,28
USER00913,16,58.39,0.48,124.79,2.44,5,1,Free,Mobile,Ads,70
USER00914,16,43.66,0.29,88.83,1.54,3,0,Free,Desktop,Direct,89
USER00915,18,59.38,0.42,81.04,7.01,3,0,Free,Mobile,Direct,19
USER00916,21,23.43,0.21,54.36,0.02,2,0,Free,Mobile,Email,1
USER00917,15,50.2,0.48,70.51,0.87,4,1,Gold,Mobile,Social,20
USER00918,12,63.0,0.31,143.66,0.79,4,1,Free,Mobile,Direct,76
USER00919,16,15.51,0.39,17.54,0.85,4,0,Free,Mobile,Email,7
USER00920,10,95.27,0.26,159.8,3.25,7,0,Platinum,Desktop,Direct,36
USER00921,13,68.82,0.37,125.33,0.78,1,1,Gold,Mobile,Direct,3
USER00922,17,45.03,0.01,119.22,2.39,2,0,Free,Mobile,Ads,64
USER00923,17,28.43,0.11,87.58,1.5,7,0,Free,Mobile,Social,23
USER00924,13,41.5,0.42,60.87,1.0,4,0,Silver,Mobile,Email,75
USER00925,14,46.68,0.49,59.84,1.77,4,0,Silver,Mobile,Social,74
USER00926,21,53.81,0.15,36.56,0.39,5,0,Free,Mobile,Direct,62
USER00927,13,75.01,0.23,66.37,0.23,3,0,Free,Mobile,Direct,57
USER00928,13,35.48,0.32,68.78,5.13,7,0,Silver,Desktop,Social,6
USER00929,17,56.25,0.16,90.03,0.75,2,0,Silver,Mobile,Ads,87
USER00930,13,19.15,0.38,36.32,0.54,7,1,Silver,Mobile,Direct,29
USER00931,14,36.73,0.39,45.82,0.46,4,1,Free,Mobile,Ads,56
USER00932,21,52.53,0.54,36.93,1.46,6,1,Free,Mobile,Direct,56
USER00933,10,58.83,0.26,85.2,8.45,1,1,Platinum,Desktop,Social,83
USER00934,17,29.94,0.44,95.1,3.38,1,0,Platinum,Mobile,Ads,47
USER00935,13,36.18,0.25,114.51,0.77,7,0,Silver,Desktop,Social,73
USER00936,14,74.21,0.29,50.42,3.38,3,0,Gold,Desktop,Social,7
USER00937,17,68.24,0.22,68.14,0.92,4,1,Gold,Mobile,Social,39
USER00938,13,49.17,0.32,46.98,0.17,2,0,Silver,Desktop,Ads,20
USER00939,17,0.27,0.32,49.27,0.31,3,0,Platinum,Desktop,Ads,6
USER00940,15,95.22,0.13,89.01,0.42,2,1,Free,Mobile,Direct,11
USER00941,14,44.6,0.15,155.09,3.75,2,1,Free,Desktop,Social,75
USER00942,10,38.75,0.03,59.11,5.79,5,1,Silver,Mobile,Email,22
USER00943,18,34.55,0.27,24.73,0.39,6,0,Free,Desktop,Email,44
USER00944,13,52.53,0.41,133.06,0.77,4,1,Free,Desktop,Email,84
USER00945,16,52.73,0.06,24.77,5.99,2,1,Free,Mobile,Social,46
USER00946,25,64.01,0.24,64.63,2.82,4,0,Platinum,Mobile,Direct,55
USER00947,14,26.48,0.48,76.24,0.88,7,1,Silver,Mobile,Social,56
USER00948,15,38.75,0.21,104.47,0.9,3,1,Gold,Mobile,Direct,67
USER00949,16,85.61,0.04,116.6,3.16,4,0,Silver,Mobile,Ads,26
USER00950,14,49.49,0.25,67.56,0.04,1,0,Free,Desktop,Social,31
USER00951,12,41.55,0.18,132.64,4.0,3,1,Free,Mobile,Direct,24
USER00952,7,26.17,0.12,68.38,0.14,2,0,Free,Mobile,Social,33
USER00953,16,55.12,0.32,35.1,3.48,0,0,Free,Desktop,Direct,7
USER00954,16,65.62,0.13,73.04,0.1,6,1,Free,Mobile,Email,15
USER00955,14,62.49,0.46,67.12,5.22,5,1,Free,Mobile,Ads,9
USER00956,15,39.82,0.24,61.16,0.01,4,1,Silver,Mobile,Ads,26
USER00957,16,52.23,0.36,104.04,5.03,2,0,Gold,Desktop,Email,68
USER00958,16,78.43,0.32,29.16,0.1,5,1,Silver,Tablet,Ads,64
USER00959,14,66.42,0.05,92.61,0.2,2,1,Free,Mobile,Email,41
USER00960,15,29.32,0.14,76.91,4.94,8,0,Free,Desktop,Direct,51
USER00961,21,-5.92,0.19,41.6,2.35,4,0,Free,Mobile,Ads,7
USER00962,15,50.94,0.15,79.64,2.75,1,1,Free,Desktop,Direct,20
USER00963,10,60.97,0.28,120.72,0.85,4,0,Free,Mobile,Ads,81
USER00964,10,23.22,0.21,93.82,0.13,4,0,Free,Tablet,Direct,25
USER00965,23,44.82,0.16,57.83,0.24,3,1,Gold,Mobile,Email,71
USER00966,15,39.73,0.31,100.33,3.86,2,0,Free,Desktop,Social,60
USER00967,16,47.09,0.15,36.11,0.73,4,0,Free,Mobile,Ads,68
USER00968,12,34.11,0.41,88.8,2.11,2,1,Silver,Mobile,Ads,50
USER00969,18,70.81,0.47,124.57,1.76,3,0,Free,Mobile,Email,75
USER00970,15,47.96,0.21,37.23,0.96,3,0,Free,Mobile,Social,15
USER00971,16,27.42,0.29,104.68,2.96,3,0,Silver,Mobile,Email,10
USER00972,19,63.35,0.31,43.5,1.59,8,1,Free,Mobile,Ads,11
USER00973,11,19.72,0.26,73.67,2.02,5,0,Silver,Mobile,Email,31
USER00974,20,70.69,0.27,29.0,2.72,4,0,Free,Mobile,Email,82
USER00975,14,64.82,0.11,109.73,0.38,5,0,Free,Mobile,Social,15
USER00976,17,72.8,0.07,41.17,0.52,3,0,Gold,Mobile,Social,13
USER00977,17,41.84,0.78,67.14,2.11,6,0,Silver,Desktop,Social,43
USER00978,12,35.08,0.25,112.54,2.65,1,1,Silver,Mobile,Email,48
USER00979,19,46.68,0.21,91.44,1.37,5,0,Free,Tablet,Email,23
USER00980,17,43.31,0.23,102.45,7.51,3,0,Free,Mobile,Ads,25
USER00981,12,31.95,0.26,105.78,3.16,4,0,Free,Mobile,Direct,6
USER00982,18,33.93,0.09,87.14,2.42,3,0,Platinum,Desktop,Email,62
USER00983,18,37.67,0.23,133.13,0.42,5,0,Silver,Mobile,Direct,64
USER00984,17,21.6,0.14,91.79,0.61,5,0,Free,Mobile,Direct,69
USER00985,20,58.56,0.07,70.41,0.67,4,1,Free,Mobile,Social,36
USER00986,9,43.95,0.42,65.98,0.15,5,1,Silver,Mobile,Email,8
USER00987,8,38.83,0.45,65.28,1.97,5,0,Free,Mobile,Direct,27
USER00988,14,22.79,0.31,73.14,0.8,3,1,Free,Desktop,Direct,30
USER00989,13,21.79,0.23,103.07,1.46,5,0,Silver,Desktop,Social,17
USER00990,15,83.72,0.09,34.91,1.85,5,1,Free,Desktop,Social,79
USER00991,8,32.45,0.51,17.64,0.01,4,0,Platinum,Mobile,Direct,60
USER00992,6,57.21,0.05,20.76,0.07,4,1,Silver,Mobile,Ads,34
USER00993,14,48.25,0.18,47.13,0.61,2,1,Free,Desktop,Social,47
USER00994,12,-10.5,0.48,76.06,1.6,3,1,Free,Mobile,Direct,25
USER00995,14,80.85,0.22,116.34,0.98,7,1,Free,Mobile,Direct,15
USER00996,13,58.68,0.12,75.29,4.19,5,0,Silver,Mobile,Direct,18
USER00997,11,29.65,0.41,82.94,0.45,3,0,Silver,Mobile,Email,38
USER00998,13,44.43,0.72,92.1,0.16,4,1,Free,Desktop,Email,53
USER00999,10,22.02,0.28,97.23,0.18,7,0,Gold,Mobile,Ads,39
USER01000,15,81.52,0.45,114.89,0.38,5,0,Free,Mobile,Ads,29
USER01001,16,26.85,0.27,61.33,0.4,4,1,Gold,Mobile,Direct,88
USER01002,8,34.54,0.4,62.99,0.71,8,1,Free,Mobile,Direct,81
USER01003,12,30.41,0.28,61.03,1.25,4,0,Free,Mobile,Ads,20
USER01004,16,46.61,0.73,119.47,0.43,4,0,Free,Mobile,Direct,79
USER01005,10,72.41,0.02,99.99,1.09,2,0,Silver,Mobile,Ads,57
USER01006,12,80.79,0.35,79.38,0.97,3,0,Free,Mobile,Email,66
USER01007,12,37.02,0.03,141.77,0.55,5,1,Free,Desktop,Ads,61
USER01008,16,52.57,0.21,64.79,0.85,7,1,Silver,Mobile,Direct,4
USER01009,18,46.64,0.24,45.93,0.73,3,1,Free,Mobile,Email,2
USER01010,6,25.37,0.28,34.08,4.5,5,0,Silver,Mobile,Ads,26
USER01011,17,93.45,0.13,90.67,0.11,6,0,Silver,Mobile,Social,30
USER01012,19,72.26,0.42,36.85,2.18,4,1,Platinum,Mobile,Social,21
USER01013,12,48.78,0.12,94.79,0.56,3,0,Free,Mobile,Ads,88
USER01014,13,76.64,0.16,66.32,0.31,7,1,Platinum,Mobile,Social,4
USER01015,13,69.24,0.15,55.14,3.07,7,0,Free,Desktop,Ads,56
USER01016,20,46.64,0.45,99.78,0.95,3,1,Gold,Desktop,Email,54
USER01017,14,51.52,0.12,56.86,1.07,4,1,Gold,Desktop,Direct,24
USER01018,9,75.24,0.75,52.86,0.81,3,0,Free,Desktop,Direct,29
USER01019,15,26.08,0.18,74.17,0.78,9,0,Free,Mobile,Email,88
USER01020,17,78.47,0.22,57.43,1.77,5,1,Free,Mobile,Social,14
USER01021,18,40.5,0.34,98.96,2.14,2,0,Free,Mobile,Ads,59
USER01022,12,75.49,0.32,117.45,2.33,4,0,Free,Mobile,Direct,61
USER01023,18,44.9,0.53,144.39,1.12,2,0,Silver,Mobile,Email,0
USER01024,6,51.75,0.45,61.81,1.82,3,1,Silver,Tablet,Ads,71
USER01025,24,44.31,0.13,55.63,2.25,4,0,Gold,Desktop,Direct,25
USER01026,14,34.36,0.3,32.61,1.72,2,0,Silver,Mobile,Social,33
USER01027,11,39.6,0.32,86.48,0.32,2,0,Free,Mobile,Email,48
USER01028,13,72.58,0.05,112.78,1.87,2,0,Gold,Desktop,Ads,87
USER01029,18,-1.28,0.2,36.87,1.57,5,0,Silver,Desktop,Direct,40
USER01030,11,20.22,0.11,31.05,0.15,2,0,Platinum,Desktop,Ads,43
USER01031,15,30.49,0.3,161.68,1.56,4,1,Free,Mobile,Direct,42
USER01032,11,23.43,0.05,35.87,3.12,4,0,Free,Mobile,Social,72
USER01033,16,75.2,0.1,53.93,0.8,7,1,Free,Mobile,Direct,39
USER01034,10,70.15,0.29,7.19,0.22,3,1,Silver,Desktop,Ads,48
USER01035,18,56.84,0.14,-6.99,1.41,5,1,Free,Mobile,Ads,22
USER01036,17,32.24,0.07,68.67,0.41,4,0,Free,Tablet,Ads,79
USER01037,18,71.7,0.34,113.87,1.18,4,0,Free,Mobile,Social,23
USER01038,21,13.24,0.37,74.58,1.66,1,0,Free,Mobile,Ads,47
USER01039,13,87.84,0.25,11.52,1.07,4,1,Silver,Tablet,Email,20
USER01040,9,31.31,0.19,73.0,0.55,3,0,Free,Mobile,Direct,71
USER01041,12,39.76,0.27,24.49,2.92,2,0,Silver,Mobile,Social,55
USER01042,13,36.41,0.07,43.52,0.22,3,0,Free,Mobile,Email,25
USER01043,10,23.54,0.4,77.44,0.07,1,0,Silver,Mobile,Social,5
USER01044,15,83.5,0.47,70.3,2.65,0,0,Gold,Mobile,Direct,80
USER01045,15,60.78,0.19,82.16,0.05,5,0,Free,Mobile,Direct,4
USER01046,25,69.31,0.41,106.54,1.0,3,1,Free,Mobile,Direct,83
USER01047,17,20.53,0.07,73.64,1.16,1,0,Free,Desktop,Direct,47
USER01048,18,48.62,0.81,51.78,0.62,3,1,Silver,Desktop,Email,88
USER01049,10,55.42,0.23,91.95,0.48,6,1,Silver,Mobile,Email,89
USER01050,18,50.42,0.17,24.49,2.02,3,1,Silver,Mobile,Email,58
USER01051,10,21.79,0.23,76.55,0.68,4,0,Free,Mobile,Email,38
USER01052,18,66.51,0.54,113.75,0.2,4,0,Platinum,Desktop,Social,18
USER01053,13,47.43,0.5,54.13,0.93,5,1,Silver,Desktop,Social,23
USER01054,20,25.9,0.27,56.82,1.94,4,0,Silver,Mobile,Email,16
USER01055,18,7.89,0.16,130.66,0.55,7,1,Free,Mobile,Social,58
USER01056,14,57.13,0.11,81.83,0.21,2,0,Free,Desktop,Social,24
USER01057,8,94.01,0.44,78.08,0.63,6,0,Silver,Mobile,Ads,19
USER01058,12,24.69,0.44,83.18,1.18,5,0,Gold,Desktop,Email,84
USER01059,18,48.41,0.33,46.97,0.16,3,1,Free,Mobile,Direct,7
USER01060,25,67.21,0.33,109.51,0.4,5,0,Platinum,Mobile,Social,62
USER01061,13,19.61,0.15,121.7,5.3,6,0,Free,Mobile,Ads,21
USER01062,11,35.4,0.23,66.46,0.34,2,0,Free,Desktop,Social,75
USER01063,16,27.8,0.47,87.24,0.1,3,0,Free,Mobile,Email,43
USER01064,16,64.69,0.32,103.92,0.85,4,0,Silver,Tablet,Social,14
USER01065,19,71.51,0.38,105.35,0.12,4,1,Free,Desktop,Ads,75
USER01066,14,48.18,0.31,109.43,0.02,5,0,Free,Mobile,Ads,40
USER01067,12,28.17,0.35,30.68,0.02,3,0,Gold,Mobile,Email,66
USER01068,22,36.14,0.58,95.33,0.53,2,0,Gold,Desktop,Direct,18
USER01069,15,32.39,0.14,120.96,0.11,2,1,Silver,Mobile,Email,77
USER01070,17,25.45,0.3,92.65,0.32,4,1,Free,Mobile,Social,51
USER01071,10,42.96,0.38,121.3,1.57,7,0,Free,Mobile,Ads,4
USER01072,16,56.5,0.28,74.81,0.51,5,0,Gold,Tablet,Social,45
USER01073,15,54.81,0.09,86.46,1.29,1,0,Gold,Mobile,Direct,31
USER01074,15,44.84,0.2,73.94,0.79,5,1,Gold,Mobile,Social,84
USER01075,8,46.14,0.35,91.09,3.24,6,0,Free,Desktop,Social,14
USER01076,19,43.37,0.29,98.84,1.79,3,0,Silver,Mobile,Social,53
USER01077,15,19.06,0.06,39.48,2.87,3,1,Gold,Tablet,Direct,88
USER01078,6,48.2,0.19,77.23,1.1,1,0,Free,Mobile,Email,7
USER01079,14,33.33,0.18,75.83,2.28,3,0,Gold,Mobile,Ads,66
USER01080,20,18.05,0.22,58.68,1.43,3,0,Silver,Desktop,Social,82
USER01081,25,52.41,0.14,84.61,2.04,7,0,Free,Mobile,Email,0
USER01082,16,32.77,0.14,48.67,1.73,9,0,Free,Mobile,Social,26
USER01083,14,49.56,0.28,48.46,0.54,5,0,Gold,Mobile,Ads,14
USER01084,8,61.95,0.59,55.72,0.2,3,1,Platinum,Tablet,Ads,22
USER01085,18,26.0,0.25,37.76,2.46,5,1,Free,Desktop,Direct,55
USER01086,15,46.84,0.42,53.64,0.12,3,1,Free,Mobile,Email,35
USER01087,12,8.79,0.26,129.55,1.39,0,0,Platinum,Mobile,Social,21
USER01088,17,75.65,0.15,41.64,6.74,2,0,Platinum,Mobile,Direct,6
USER01089,16,17.82,0.31,47.91,0.3,5,1,Platinum,Desktop,Direct,23
USER01090,15,34.7,0.23,78.89,2.04,2,0,Platinum,Tablet,Social,1
USER01091,22,71.77,0.32,43.47,4.59,4,0,Gold,Mobile,Social,43
USER01092,17,40.31,0.13,47.94,1.03,5,0,Free,Desktop,Email,52
USER01093,13,21.05,0.34,38.61,1.28,5,1,Free,Tablet,Email,26
USER01094,18,59.26,0.43,75.44,0.69,7,1,Silver,Tablet,Social,85
USER01095,14,58.81,0.36,67.99,0.87,2,0,Gold,Mobile,Ads,35
USER01096,15,32.34,0.21,88.45,1.49,4,0,Silver,Mobile,Ads,37
USER01097,10,34.5,0.24,81.18,3.08,6,0,Platinum,Desktop,Social,56
USER01098,14,36.29,0.06,109.79,4.57,10,0,Free,Desktop,Email,55
USER01099,18,40.86,0.21,59.02,1.18,1,0,Free,Desktop,Email,27
USER01100,14,7.14,0.23,39.93,2.29,2,0,Platinum,Mobile,Social,30
USER01101,16,41.37,0.4,49.45,2.0,5,1,Gold,Mobile,Ads,40
USER01102,19,80.68,0.17,129.21,0.43,2,0,Gold,Desktop,Email,71
USER01103,16,27.08,0.42,15.06,0.93,2,1,Platinum,Mobile,Email,18
USER01104,17,33.33,0.29,108.36,1.73,6,1,Silver,Desktop,Ads,9
USER01105,9,21.33,0.31,108.15,0.21,4,0,Silver,Mobile,Email,5
USER01106,11,57.24,0.67,82.97,3.23,3,0,Free,Desktop,Direct,21
USER01107,5,69.06,0.42,47.69,0.77,4,1,Free,Mobile,Email,7
USER01108,20,68.61,0.31,90.75,0.91,6,1,Platinum,Mobile,Direct,87
USER01109,24,20.04,0.03,50.25,3.06,1,0,Free,Desktop,Email,32
USER01110,14,55.0,0.15,60.37,0.28,5,0,Free,Mobile,Social,14
USER01111,15,73.68,0.15,81.74,0.05,1,0,Free,Desktop,Direct,55
USER01112,12,55.19,0.2,59.87,0.51,5,0,Silver,Mobile,Direct,30
USER01113,21,54.57,0.32,42.04,0.24,7,1,Free,Mobile,Social,43
USER01114,18,35.57,0.1,69.15,6.36,3,1,Silver,Mobile,Ads,55
USER01115,15,49.4,0.37,89.99,1.25,3,0,Gold,Tablet,Email,76
USER01116,16,69.73,0.15,109.34,1.25,7,0,Platinum,Desktop,Ads,27
USER01117,13,51.56,0.22,94.93,2.37,6,0,Silver,Mobile,Email,31
USER01118,11,20.03,0.2,121.46,0.45,6,0,Free,Mobile,Direct,80
USER01119,15,35.88,0.19,82.47,1.11,3,1,Gold,Mobile,Social,12
USER01120,13,69.19,0.25,69.51,0.23,2,1,Free,Mobile,Ads,79
USER01121,18,51.49,0.59,128.36,0.15,3,0,Silver,Mobile,Email,24
USER01122,15,47.38,0.38,63.63,0.87,4,1,Silver,Mobile,Direct,11
USER01123,14,33.92,0.27,101.25,3.66,3,1,Free,Mobile,Email,22
USER01124,10,68.77,0.26,112.7,0.87,5,0,Gold,Mobile,Email,1
USER01125,15,78.25,0.05,4.46,0.9,3,0,Free,Mobile,Social,12
USER01126,27,70.26,0.26,76.37,3.0,3,0,Platinum,Mobile,Ads,57
USER01127,13,73.85,0.15,42.05,0.51,6,0,Free,Desktop,Ads,53
USER01128,12,37.83,0.19,40.27,1.01,6,1,Free,Mobile,Email,71
USER01129,11,35.0,0.66,49.9,0.27,3,0,Gold,Desktop,Social,53
USER01130,14,41.87,0.49,20.74,2.81,3,0,Free,Desktop,Ads,68
USER01131,13,45.77,0.35,99.46,0.06,5,1,Platinum,Mobile,Email,26
USER01132,19,73.62,0.13,66.8,0.8,3,1,Silver,Desktop,Direct,88
USER01133,13,68.32,0.07,107.38,0.49,1,0,Free,Mobile,Email,0
USER01134,18,55.77,0.17,83.51,0.45,5,0,Free,Desktop,Ads,70
USER01135,16,16.38,0.08,73.46,0.42,1,1,Free,Desktop,Ads,15
USER01136,8,11.24,0.39,49.13,0.69,2,0,Free,Mobile,Ads,53
USER01137,17,49.81,0.42,63.87,3.48,3,1,Free,Mobile,Ads,19
USER01138,18,62.61,0.6,87.15,1.85,3,0,Free,Tablet,Social,20
USER01139,24,43.41,0.34,66.3,3.3,2,1,Platinum,Tablet,Ads,26
USER01140,12,83.3,0.14,56.92,0.33,6,0,Free,Mobile,Ads,49
USER01141,12,23.35,0.18,74.78,2.84,10,1,Free,Mobile,Email,65
USER01142,18,20.83,0.35,110.18,0.84,0,0,Gold,Tablet,Email,71
USER01143,15,31.71,0.44,79.93,5.95,5,0,Free,Mobile,Social,18
USER01144,19,30.95,0.38,107.16,1.35,1,0,Gold,Desktop,Ads,29
USER01145,18,55.53,0.33,9.82,1.0,4,0,Gold,Mobile,Direct,12
USER01146,22,36.57,0.06,78.59,3.89,3,1,Free,Desktop,Social,13
USER01147,12,14.04,0.36,71.23,0.72,4,0,Silver,Mobile,Email,69
USER01148,11,62.83,0.52,47.3,2.07,1,0,Free,Mobile,Social,54
USER01149,18,9.8,0.31,80.27,0.96,1,1,Silver,Mobile,Direct,50
USER01150,23,23.58,0.12,99.38,1.98,7,0,Free,Mobile,Email,24
USER01151,14,12.55,0.22,77.67,0.48,2,0,Free,Mobile,Email,62
USER01152,14,49.14,0.04,37.7,0.78,3,0,Silver,Mobile,Email,47
USER01153,19,48.72,0.21,88.89,0.64,0,0,Silver,Tablet,Ads,17
USER01154,14,83.33,0.09,109.77,3.05,8,0,Free,Tablet,Direct,2
USER01155,17,63.28,0.11,79.6,3.96,1,1,Free,Tablet,Direct,8
USER01156,7,73.83,0.17,73.22,1.99,3,1,Free,Mobile,Social,52
USER01157,11,50.77,0.11,54.66,2.59,2,0,Free,Mobile,Direct,69
USER01158,16,25.46,0.18,86.45,0.66,3,0,Gold,Desktop,Email,75
USER01159,10,47.56,0.32,64.08,0.24,3,1,Free,Mobile,Direct,44
USER01160,17,56.85,0.45,186.49,1.74,2,0,Free,Mobile,Social,86
USER01161,12,59.08,0.22,108.95,1.52,1,0,Silver,Desktop,Ads,49
USER01162,16,35.55,0.46,82.76,0.46,0,0,Free,Mobile,Email,45
USER01163,21,54.78,0.28,89.29,3.65,3,0,Silver,Mobile,Social,67
USER01164,17,26.34,0.34,70.84,0.66,6,1,Free,Mobile,Social,77
USER01165,15,24.13,0.26,89.01,2.53,3,0,Free,Mobile,Social,84
USER01166,13,22.68,0.19,92.86,0.21,5,1,Gold,Mobile,Direct,25
USER01167,16,45.49,0.43,51.29,0.51,6,1,Free,Mobile,Ads,4
USER01168,18,21.44,0.21,67.56,1.43,4,0,Silver,Mobile,Ads,56
USER01169,8,36.51,0.48,84.62,0.42,4,1,Silver,Mobile,Ads,21
USER01170,12,63.06,0.13,87.48,4.7,4,0,Gold,Mobile,Ads,89
USER01171,17,24.42,0.62,67.24,1.2,8,0,Free,Mobile,Ads,45
USER01172,7,34.91,0.16,62.88,1.97,6,0,Silver,Tablet,Ads,82
USER01173,23,46.43,0.12,92.45,1.24,5,0,Silver,Desktop,Email,86
USER01174,17,49.94,0.25,91.65,0.78,3,0,Free,Tablet,Email,80
USER01175,11,35.01,0.21,61.68,2.59,1,0,Free,Mobile,Social,70
USER01176,18,60.74,0.53,12.55,0.03,5,1,Silver,Mobile,Direct,84
USER01177,12,56.81,0.15,92.64,0.83,2,1,Free,Tablet,Ads,32
USER01178,8,67.8,0.33,101.27,3.19,5,1,Free,Tablet,Direct,5
USER01179,9,43.37,0.48,93.17,0.13,8,0,Gold,Mobile,Social,74
USER01180,18,34.74,0.15,127.63,0.35,7,1,Free,Desktop,Email,83
