user_id,age,gender,location,device_type,browser,campaign_id,ad_platform,ad_type,impression_date,clicked,time_spent_on_page,num_ads_seen_today,previous_clicks,campaign_budget,category
user_575,41,Male,France,Desktop,Chrome,camp_109,Facebook,Banner,2022-04-30 15:00:00,0,22.48,6,3,11824.23,Electronics
user_1149,43,Other,Brazil,Mobile,Opera,camp_196,Facebook,Carousel,2022-07-29 00:00:00,0,2.39,7,1,11537.24,Fashion
user_2198,47,Male,India,Mobile,Firefox,camp_196,Facebook,Video,2022-05-29 10:00:00,0,1.55,6,2,9711.73,Electronics
user_2362,50,Male,Brazil,Mobile,Edge,camp_190,Facebook,Banner,2022-12-05 22:00:00,0,14.13,6,0,8309.3,Gaming
user_2618,33,Female,India,Mobile,Opera,camp_171,LinkedIn,Carousel,2022-04-02 05:00:00,1,7.74,4,4,9781.71,Gaming
user_2353,39,Male,UK,Desktop,Firefox,camp_177,Twitter,Carousel,2022-03-07 01:00:00,0,9.9,3,2,6800.82,Electronics
user_1716,60,Other,India,Desktop,Safari,camp_170,LinkedIn,Video,2022-01-31 23:00:00,1,6.37,7,0,14094.68,Electronics
user_682,35,Male,US,Mobile,Opera,camp_181,Google,Banner,2022-08-30 07:00:00,0,34.26,6,0,10949.87,Gaming
user_838,24,Male,Germany,Mobile,Firefox,camp_156,Facebook,Banner,2023-02-03 12:00:00,0,37.95,9,3,11795.67,Gaming
user_1078,43,Male,US,Desktop,Safari,camp_189,Google,Video,2022-04-05 23:00:00,0,0.33,7,3,10698.55,Travel
user_2492,25,Male,US,Tablet,Safari,camp_114,LinkedIn,Carousel,2022-04-14 18:00:00,0,33.57,5,3,13859.51,Electronics
user_2661,23,Female,France,Mobile,Chrome,camp_132,Google,Carousel,2022-08-26 14:00:00,0,22.38,5,0,11049.97,Fashion
user_2312,47,Other,Germany,Desktop,Firefox,camp_110,LinkedIn,Carousel,2022-12-21 08:00:00,1,12.12,5,4,10657.13,Travel
user_1596,56,Other,France,Mobile,Chrome,camp_118,LinkedIn,Video,2022-12-16 16:00:00,0,1.73,5,1,8036.09,Electronics
user_5,40,Male,India,Mobile,Chrome,camp_141,Google,Video,2022-12-08 10:00:00,0,22.09,7,4,12817.09,Travel
user_1127,49,Male,Brazil,Desktop,Edge,camp_181,Google,Carousel,2022-12-04 07:00:00,0,6.11,5,6,10703.93,Travel
user_1220,39,Female,Japan,Mobile,Chrome,camp_185,Twitter,Banner,2022-08-08 06:00:00,0,15.96,4,1,13181.74,Finance
user_774,59,Male,Japan,Mobile,Chrome,camp_157,Facebook,Banner,2022-12-14 00:00:00,0,5.01,4,0,8134.31,Electronics
user_877,60,Female,Japan,Mobile,Edge,camp_199,Twitter,Carousel,2023-01-27 03:00:00,1,42.05,7,5,7787.91,Gaming
user_992,62,Other,India,Mobile,Edge,camp_117,Twitter,Banner,2022-11-20 08:00:00,0,8.59,1,1,15822.41,Electronics
user_2932,26,Other,Germany,Desktop,Opera,camp_117,LinkedIn,Carousel,2022-02-19 03:00:00,0,23.21,1,2,10972.45,Electronics
user_47,48,Female,UK,Mobile,Chrome,camp_121,Facebook,Carousel,2023-01-19 20:00:00,0,13.61,6,1,4704.07,Electronics
user_2915,24,Other,India,Mobile,Safari,camp_188,Facebook,Banner,2022-03-23 20:00:00,0,49.15,3,2,13284.51,Gaming
user_2871,26,Male,US,Mobile,Edge,camp_151,LinkedIn,Banner,2022-03-17 04:00:00,0,5.17,2,0,12650.4,Electronics
user_2984,30,Male,Germany,Desktop,Firefox,camp_143,Google,Video,2022-01-03 01:00:00,0,62.16,8,4,7088.12,Finance
user_2704,20,Female,Germany,Mobile,Opera,camp_130,Facebook,Banner,2022-08-19 21:00:00,0,27.91,9,1,9343.01,Gaming
user_269,52,Other,India,Desktop,Opera,camp_108,Facebook,Banner,2023-01-10 20:00:00,1,24.15,3,1,7098.38,Fashion
user_370,50,Other,India,Desktop,Chrome,camp_149,Twitter,Banner,2022-11-16 00:00:00,0,36.72,4,3,9956.94,Finance
user_636,38,Female,France,Tablet,Safari,camp_160,LinkedIn,Banner,2022-12-25 15:00:00,1,21.09,9,0,5969.1,Electronics
user_1130,48,Female,France,Tablet,Edge,camp_118,Twitter,Carousel,2022-11-13 23:00:00,0,2.33,7,0,12999.88,Finance
user_1694,51,Other,US,Mobile,Firefox,camp_151,Google,Banner,2022-03-10 06:00:00,0,23.97,3,0,9350.41,Travel
user_1683,49,Female,Germany,Mobile,Chrome,camp_154,Twitter,Carousel,2023-01-10 10:00:00,0,11.52,6,1,10637.58,Gaming
user_657,52,Male,Japan,Desktop,Safari,camp_124,Google,Carousel,2022-12-31 18:00:00,1,16.13,7,1,11419.63,Fashion
user_120,32,Other,UK,Desktop,Chrome,camp_178,Facebook,Video,2022-04-24 23:00:00,0,10.5,3,0,12269.38,Fashion
user_831,49,Female,UK,Mobile,Chrome,camp_168,LinkedIn,Carousel,2022-11-30 15:00:00,0,3.75,5,1,8934.25,Electronics
user_1811,23,Female,Germany,Mobile,Opera,camp_174,Twitter,Banner,2022-09-01 10:00:00,0,13.26,7,0,9137.16,Fashion
user_1082,62,Female,US,Mobile,Firefox,camp_112,Twitter,Video,2022-08-16 21:00:00,0,1.3,6,3,12807.37,Finance
user_1975,38,Other,Japan,Tablet,Firefox,camp_133,Facebook,Video,2023-01-09 17:00:00,1,1.1,7,2,8465.61,Fashion
user_1370,50,Male,France,Tablet,Firefox,camp_171,Google,Video,2022-07-15 21:00:00,1,15.24,1,5,5641.63,Finance
user_741,49,Male,France,Mobile,Firefox,camp_124,Facebook,Carousel,2022-11-12 00:00:00,0,3.98,5,1,12751.08,Travel
user_117,36,Other,France,Mobile,Edge,camp_190,LinkedIn,Carousel,2022-05-08 07:00:00,1,19.54,2,3,11076.66,Fashion
user_1854,50,Female,UK,Mobile,Edge,camp_174,Twitter,Carousel,2022-01-04 13:00:00,0,4.24,6,2,15070.09,Finance
user_2839,45,Other,UK,Mobile,Firefox,camp_163,Facebook,Video,2022-06-24 14:00:00,0,32.72,6,3,10623.61,Travel
user_1151,48,Other,US,Desktop,Safari,camp_181,Google,Carousel,2022-12-10 05:00:00,1,3.16,5,2,9664.07,Gaming
user_1932,38,Female,UK,Desktop,Edge,camp_109,Twitter,Carousel,2022-12-03 09:00:00,0,11.74,4,3,9950.13,Electronics
user_1013,51,Other,India,Mobile,Edge,camp_196,LinkedIn,Video,2022-03-28 19:00:00,1,12.54,7,1,13983.08,Gaming
user_1665,32,Male,UK,Mobile,Safari,camp_199,Twitter,Video,2022-12-08 17:00:00,0,19.36,4,1,1532.6,Electronics
user_1082,31,Other,France,Mobile,Firefox,camp_116,LinkedIn,Banner,2022-05-03 11:00:00,0,10.29,2,3,9893.77,Fashion
user_634,36,Female,US,Tablet,Chrome,camp_104,LinkedIn,Video,2023-01-21 02:00:00,0,21.39,6,0,14513.57,Travel
user_513,60,Other,Germany,Mobile,Edge,camp_186,LinkedIn,Video,2023-01-01 22:00:00,0,29.09,5,1,9111.57,Gaming
user_2850,32,Male,Germany,Mobile,Chrome,camp_166,Twitter,Video,2022-12-09 15:00:00,0,2.62,2,2,12715.48,Electronics
user_1120,23,Other,US,Desktop,Chrome,camp_109,LinkedIn,Banner,2022-06-22 13:00:00,0,1.52,6,1,11388.49,Travel
user_1142,26,Other,India,Desktop,Safari,camp_126,Twitter,Banner,2022-01-24 19:00:00,0,22.63,1,4,9110.08,Finance
user_560,54,Other,Germany,Tablet,Firefox,camp_155,Facebook,Banner,2022-10-29 11:00:00,1,38.39,3,2,8531.66,Travel
user_488,37,Other,France,Mobile,Chrome,camp_106,LinkedIn,Video,2022-12-09 00:00:00,0,13.07,5,4,8346.79,Travel
user_897,51,Female,Germany,Mobile,Firefox,camp_128,Google,Banner,2022-03-06 04:00:00,0,20.02,2,1,12379.98,Finance
user_1213,55,Male,Germany,Mobile,Opera,camp_148,Twitter,Video,2022-06-18 16:00:00,0,7.08,4,0,10849.26,Electronics
user_704,43,Male,France,Tablet,Firefox,camp_138,LinkedIn,Carousel,2022-02-14 22:00:00,0,41.51,3,4,10165.63,Fashion
user_1471,35,Male,UK,Desktop,Safari,camp_169,Google,Banner,2022-02-27 17:00:00,0,29.52,4,5,11446.84,Finance
user_581,45,Other,India,Desktop,Safari,camp_108,Twitter,Carousel,2022-01-06 10:00:00,0,17.69,6,3,10280.49,Travel
user_2838,26,Male,Japan,Mobile,Opera,camp_171,Google,Video,2022-04-17 01:00:00,1,7.32,3,2,5123.9,Finance
user_2909,49,Female,France,Desktop,Safari,camp_160,Google,Carousel,2022-10-08 02:00:00,0,11.53,5,2,11412.84,Fashion
user_2295,23,Other,France,Mobile,Firefox,camp_177,Google,Banner,2022-11-07 12:00:00,0,6.56,3,4,15795.02,Finance
user_154,31,Other,Brazil,Mobile,Firefox,camp_153,Google,Banner,2022-10-10 23:00:00,0,11.3,10,4,9222.65,Finance
user_1680,45,Male,US,Mobile,Firefox,camp_108,Facebook,Video,2022-04-11 23:00:00,1,1.02,1,2,13909.38,Fashion
user_997,41,Other,India,Desktop,Safari,camp_159,Google,Banner,2022-07-17 12:00:00,0,2.23,5,4,6412.09,Travel
user_2745,30,Other,UK,Mobile,Firefox,camp_151,Google,Carousel,2022-11-08 17:00:00,0,4.9,5,2,6895.93,Gaming
user_1244,60,Male,Brazil,Desktop,Edge,camp_174,Google,Carousel,2023-02-02 05:00:00,0,46.87,3,3,14696.51,Electronics
user_1093,29,Female,Japan,Desktop,Opera,camp_110,Facebook,Banner,2023-01-10 09:00:00,0,12.52,3,0,10780.02,Gaming
user_1009,36,Female,France,Mobile,Edge,camp_134,Twitter,Banner,2022-11-06 21:00:00,0,13.1,7,1,11586.61,Finance
user_2142,38,Male,Japan,Desktop,Firefox,camp_174,LinkedIn,Video,2022-05-28 16:00:00,0,15.05,4,2,4623.36,Gaming
user_1774,44,Female,Japan,Mobile,Safari,camp_135,Google,Carousel,2022-05-31 15:00:00,0,13.87,1,2,14216.12,Travel
user_958,36,Female,Japan,Mobile,Opera,camp_154,Facebook,Banner,2022-06-20 10:00:00,1,1.8,8,3,6158.56,Fashion
user_453,41,Female,Brazil,Desktop,Edge,camp_102,Facebook,Carousel,2022-04-16 14:00:00,0,7.82,2,3,8596.83,Fashion
user_1228,43,Other,UK,Desktop,Firefox,camp_182,Facebook,Video,2022-04-30 00:00:00,0,1.4,3,2,8579.75,Gaming
user_2960,62,Other,Brazil,Mobile,Safari,camp_171,LinkedIn,Carousel,2022-09-03 00:00:00,0,1.44,7,3,9890.11,Gaming
user_2266,45,Other,Brazil,Desktop,Firefox,camp_152,Facebook,Video,2023-01-04 13:00:00,0,1.61,3,0,10070.35,Travel
user_2522,63,Female,Brazil,Desktop,Edge,camp_127,Google,Carousel,2022-09-15 23:00:00,0,45.55,3,1,8421.63,Fashion
user_2480,35,Other,France,Mobile,Edge,camp_152,Google,Video,2022-07-05 02:00:00,0,4.94,1,2,11944.06,Fashion
user_2389,61,Female,France,Mobile,Opera,camp_153,Google,Banner,2022-08-14 13:00:00,0,1.39,9,0,12458.97,Travel
user_551,53,Male,US,Desktop,Safari,camp_152,LinkedIn,Banner,2022-04-11 10:00:00,0,0.06,4,1,4585.73,Finance
user_1636,59,Female,Germany,Mobile,Chrome,camp_164,Facebook,Video,2022-11-16 00:00:00,1,19.0,6,0,15014.73,Gaming
user_1313,46,Other,India,Desktop,Firefox,camp_152,Google,Carousel,2022-08-03 07:00:00,0,19.19,7,1,7268.86,Electronics
user_1758,34,Female,US,Desktop,Safari,camp_139,Google,Carousel,2022-05-31 09:00:00,0,6.16,3,3,9977.24,Electronics
user_357,21,Other,UK,Mobile,Chrome,camp_193,Twitter,Carousel,2022-01-29 09:00:00,0,6.57,3,4,10369.38,Finance
user_2071,61,Other,Brazil,Tablet,Safari,camp_140,Twitter,Banner,2022-02-16 14:00:00,0,8.26,6,1,6022.47,Electronics
user_1786,62,Male,France,Mobile,Firefox,camp_137,Twitter,Banner,2022-07-06 12:00:00,0,8.74,5,1,11322.19,Travel
user_2570,46,Male,Brazil,Tablet,Firefox,camp_174,Google,Carousel,2022-07-17 20:00:00,0,30.01,3,2,11807.43,Finance
user_1782,21,Other,France,Mobile,Opera,camp_128,LinkedIn,Banner,2022-05-04 22:00:00,0,56.14,4,3,9103.92,Fashion
user_2850,27,Female,Japan,Desktop,Edge,camp_130,Google,Banner,2022-09-01 23:00:00,0,17.74,2,2,6921.81,Travel
user_2810,42,Male,India,Mobile,Edge,camp_160,Facebook,Banner,2022-02-24 06:00:00,0,9.95,4,5,10035.89,Finance
user_2490,48,Male,US,Desktop,Edge,camp_173,Twitter,Video,2022-08-09 04:00:00,0,6.99,6,2,11073.93,Fashion
user_1632,20,Other,US,Mobile,Opera,camp_198,Facebook,Video,2022-03-21 04:00:00,0,35.38,3,1,8572.14,Finance
user_2817,64,Female,UK,Mobile,Edge,camp_139,Twitter,Banner,2022-02-15 02:00:00,0,1.89,8,2,12985.24,Electronics
user_1016,19,Male,Japan,Mobile,Safari,camp_192,LinkedIn,Banner,2022-12-26 17:00:00,1,11.35,8,1,5752.85,Travel
user_1349,42,Male,US,Desktop,Edge,camp_101,LinkedIn,Banner,2022-06-07 15:00:00,0,21.89,5,3,9068.85,Gaming
user_516,23,Female,US,Mobile,Edge,camp_147,LinkedIn,Carousel,2022-04-21 01:00:00,0,5.77,3,5,14324.78,Fashion
user_2840,43,Male,Germany,Desktop,Firefox,camp_100,Facebook,Video,2022-03-17 00:00:00,1,2.89,3,3,9199.28,Electronics
user_336,25,Female,India,Desktop,Opera,camp_158,LinkedIn,Carousel,2022-05-20 13:00:00,0,21.1,3,1,9764.76,Electronics
user_1783,52,Other,Brazil,Tablet,Opera,camp_131,LinkedIn,Banner,2022-07-15 02:00:00,0,18.3,3,5,8202.08,Travel
user_2306,44,Male,US,Mobile,Edge,camp_187,Twitter,Banner,2022-11-29 21:00:00,0,19.31,6,3,11051.98,Electronics
user_497,42,Other,UK,Desktop,Chrome,camp_101,Facebook,Carousel,2022-07-28 21:00:00,0,76.53,6,2,10514.31,Electronics
user_896,35,Female,Brazil,Mobile,Firefox,camp_158,Google,Banner,2023-01-19 08:00:00,0,7.8,8,2,10549.54,Finance
user_2208,18,Other,France,Desktop,Edge,camp_102,LinkedIn,Video,2023-01-20 13:00:00,0,85.12,5,1,7827.78,Finance
user_852,56,Other,Japan,Desktop,Chrome,camp_172,Google,Video,2022-02-15 22:00:00,0,0.96,6,0,9706.33,Fashion
user_1688,20,Other,Japan,Mobile,Safari,camp_148,Google,Banner,2022-01-19 01:00:00,0,0.83,4,1,11472.64,Fashion
user_1932,21,Female,US,Mobile,Firefox,camp_187,Google,Video,2022-12-28 04:00:00,1,39.13,2,2,9600.68,Electronics
user_2738,58,Female,US,Mobile,Opera,camp_175,Google,Banner,2022-06-13 21:00:00,1,7.77,8,4,11437.67,Travel
user_2428,54,Female,Brazil,Mobile,Chrome,camp_133,LinkedIn,Banner,2022-09-30 16:00:00,0,8.84,5,2,9847.03,Fashion
user_1569,32,Female,France,Tablet,Edge,camp_161,LinkedIn,Banner,2022-11-27 16:00:00,0,1.05,4,0,10766.53,Finance
user_957,25,Female,Germany,Mobile,Chrome,camp_133,LinkedIn,Video,2022-05-14 21:00:00,0,0.05,8,3,12797.61,Gaming
user_2739,55,Male,India,Tablet,Opera,camp_122,Facebook,Carousel,2022-05-18 22:00:00,0,20.04,2,3,9967.23,Travel
user_1637,36,Male,Germany,Mobile,Safari,camp_118,Facebook,Video,2022-11-19 06:00:00,1,14.79,3,0,10550.0,Electronics
user_1292,64,Male,UK,Tablet,Chrome,camp_151,Google,Video,2022-05-29 11:00:00,1,26.02,4,2,13130.29,Travel
user_1441,43,Other,Brazil,Desktop,Edge,camp_159,Twitter,Carousel,2022-01-16 23:00:00,1,5.16,5,2,7297.6,Electronics
user_1192,56,Other,US,Desktop,Chrome,camp_195,Facebook,Video,2023-01-13 10:00:00,0,37.61,7,0,10865.34,Finance
user_1067,27,Female,Germany,Mobile,Safari,camp_127,Google,Banner,2022-02-05 22:00:00,0,6.08,4,1,12700.65,Fashion
user_285,55,Female,India,Mobile,Chrome,camp_189,Google,Video,2022-12-19 11:00:00,0,11.88,5,2,14784.75,Electronics
user_2445,31,Male,UK,Mobile,Safari,camp_148,LinkedIn,Banner,2023-02-02 09:00:00,0,9.18,5,4,8940.07,Electronics
user_12,58,Female,Japan,Mobile,Safari,camp_144,LinkedIn,Banner,2022-08-18 22:00:00,0,38.65,4,1,13540.13,Finance
user_1631,36,Other,Germany,Desktop,Firefox,camp_175,Facebook,Video,2022-05-26 09:00:00,0,34.41,6,1,6484.69,Finance
user_2547,47,Female,US,Desktop,Firefox,camp_194,LinkedIn,Carousel,2022-08-18 03:00:00,0,11.66,3,1,13402.45,Fashion
user_754,22,Male,India,Mobile,Edge,camp_159,Facebook,Video,2022-02-11 05:00:00,1,8.85,3,0,7276.67,Electronics
user_2083,48,Female,US,Mobile,Edge,camp_174,LinkedIn,Video,2022-10-19 05:00:00,0,30.79,5,0,11213.54,Electronics
user_2775,24,Other,US,Mobile,Edge,camp_155,Twitter,Video,2022-10-21 15:00:00,0,4.81,7,5,10587.01,Travel
user_2897,36,Male,UK,Mobile,Safari,camp_103,LinkedIn,Banner,2022-07-14 22:00:00,1,56.58,3,5,9860.68,Gaming
user_90,48,Female,India,Mobile,Safari,camp_117,Facebook,Banner,2022-10-30 21:00:00,0,7.65,3,6,11141.08,Electronics
user_776,56,Other,France,Desktop,Firefox,camp_128,Google,Carousel,2022-09-08 23:00:00,0,12.45,8,0,7773.57,Finance
user_2653,41,Male,Japan,Mobile,Safari,camp_138,Facebook,Carousel,2022-05-21 07:00:00,0,33.04,6,5,7751.6,Travel
user_1626,51,Male,US,Desktop,Firefox,camp_154,LinkedIn,Video,2023-01-15 13:00:00,0,31.71,6,2,7233.6,Fashion
user_418,40,Other,India,Mobile,Chrome,camp_157,Google,Carousel,2022-04-18 00:00:00,0,23.63,1,1,9030.68,Finance
user_115,62,Female,US,Desktop,Edge,camp_146,LinkedIn,Video,2022-10-29 03:00:00,0,2.46,6,2,10104.13,Gaming
user_617,57,Female,Germany,Mobile,Edge,camp_130,LinkedIn,Banner,2022-12-01 05:00:00,1,5.55,5,1,9778.9,Gaming
user_826,23,Female,Germany,Desktop,Opera,camp_127,LinkedIn,Video,2022-09-04 17:00:00,0,25.0,3,3,9858.88,Fashion
user_1650,55,Male,India,Mobile,Firefox,camp_126,Google,Video,2022-09-10 03:00:00,0,39.24,6,4,7104.39,Fashion
user_1517,58,Male,Japan,Mobile,Opera,camp_129,LinkedIn,Video,2023-02-03 11:00:00,0,3.68,4,3,13260.67,Electronics
user_413,53,Female,UK,Mobile,Edge,camp_148,Twitter,Video,2022-06-15 06:00:00,0,90.53,9,2,10045.26,Fashion
user_729,44,Male,France,Desktop,Opera,camp_141,Facebook,Carousel,2023-02-13 06:00:00,0,19.42,6,2,8879.67,Travel
user_2809,28,Male,Germany,Desktop,Chrome,camp_174,Twitter,Video,2022-11-23 21:00:00,1,34.43,4,0,8902.31,Fashion
user_676,22,Other,UK,Mobile,Opera,camp_177,Twitter,Banner,2022-03-20 14:00:00,0,30.79,9,1,11844.52,Electronics
user_1893,34,Female,France,Mobile,Chrome,camp_167,Facebook,Video,2023-02-09 12:00:00,0,2.27,3,2,10524.12,Fashion
user_2505,24,Female,Germany,Mobile,Edge,camp_199,Facebook,Banner,2022-11-18 00:00:00,0,8.39,5,4,5626.37,Fashion
user_2968,44,Female,France,Mobile,Safari,camp_100,Google,Carousel,2022-04-30 23:00:00,0,12.27,5,0,8200.52,Gaming
user_2240,64,Male,Brazil,Desktop,Firefox,camp_143,Twitter,Video,2022-01-07 16:00:00,0,6.02,8,0,4969.24,Fashion
user_2787,32,Male,US,Desktop,Opera,camp_136,Twitter,Banner,2022-12-21 20:00:00,0,22.94,8,1,12970.12,Finance
user_1123,63,Male,India,Tablet,Chrome,camp_132,Facebook,Video,2022-01-27 13:00:00,1,16.49,9,4,8179.41,Finance
user_1572,30,Female,Germany,Tablet,Edge,camp_120,LinkedIn,Video,2022-12-20 04:00:00,0,79.2,5,2,11554.27,Travel
user_978,28,Male,Germany,Desktop,Edge,camp_187,Twitter,Carousel,2022-03-27 02:00:00,1,4.04,5,3,10496.49,Fashion
user_1009,62,Female,US,Mobile,Safari,camp_139,Google,Banner,2022-11-14 01:00:00,0,16.47,4,3,10807.52,Fashion
user_2144,43,Male,Germany,Mobile,Edge,camp_160,LinkedIn,Banner,2022-01-04 12:00:00,1,46.08,11,2,10476.17,Finance
user_1688,39,Female,Germany,Mobile,Edge,camp_112,Twitter,Banner,2022-01-31 17:00:00,1,0.81,5,3,13663.03,Gaming
user_2711,45,Other,Brazil,Mobile,Safari,camp_197,LinkedIn,Video,2022-07-19 08:00:00,0,13.77,2,0,11977.48,Fashion
user_37,41,Male,Germany,Desktop,Edge,camp_137,Twitter,Carousel,2022-09-23 22:00:00,1,4.79,6,0,10913.63,Finance
user_1549,46,Female,Germany,Tablet,Chrome,camp_128,LinkedIn,Video,2022-03-03 23:00:00,0,63.52,4,1,13588.2,Travel
user_2327,26,Other,Germany,Desktop,Opera,camp_152,Twitter,Carousel,2022-05-24 04:00:00,0,21.9,4,2,12262.64,Travel
user_2265,59,Other,UK,Mobile,Opera,camp_163,Facebook,Carousel,2022-01-30 07:00:00,0,6.37,1,6,8147.01,Fashion
user_2915,21,Male,Germany,Mobile,Chrome,camp_135,Facebook,Banner,2022-06-27 21:00:00,0,91.78,5,2,8249.95,Finance
user_873,63,Female,US,Desktop,Opera,camp_104,Google,Carousel,2022-10-23 18:00:00,0,4.93,5,1,5620.99,Electronics
user_1822,35,Male,Brazil,Desktop,Edge,camp_119,Twitter,Banner,2022-01-31 04:00:00,0,8.04,3,0,6684.35,Travel
user_1297,60,Other,Germany,Mobile,Opera,camp_192,Google,Video,2022-01-04 18:00:00,0,22.49,5,2,14436.49,Finance
user_2110,33,Male,France,Desktop,Opera,camp_110,Facebook,Video,2022-03-15 17:00:00,0,16.76,6,2,6228.12,Travel
user_596,50,Female,Brazil,Desktop,Edge,camp_171,Twitter,Carousel,2022-01-29 04:00:00,0,34.8,1,5,9091.61,Fashion
user_1904,46,Other,Brazil,Mobile,Opera,camp_127,Facebook,Banner,2023-02-02 10:00:00,0,22.13,2,0,14222.73,Electronics
user_729,56,Male,France,Mobile,Edge,camp_148,LinkedIn,Banner,2022-10-01 18:00:00,1,17.26,10,5,11302.99,Gaming
user_1366,27,Male,US,Desktop,Safari,camp_140,Facebook,Video,2022-06-25 04:00:00,0,8.17,3,0,15990.21,Travel
user_397,26,Male,UK,Desktop,Safari,camp_117,LinkedIn,Carousel,2022-10-06 17:00:00,0,7.01,5,0,10231.66,Gaming
user_699,48,Male,Japan,Mobile,Opera,camp_129,Facebook,Banner,2022-07-19 20:00:00,0,2.06,3,1,7967.03,Electronics
user_2225,45,Male,Japan,Desktop,Safari,camp_113,LinkedIn,Banner,2022-04-09 22:00:00,0,10.32,6,3,10364.06,Travel
user_1636,20,Other,US,Desktop,Opera,camp_155,Facebook,Carousel,2023-02-19 12:00:00,0,31.13,4,0,8256.25,Travel
user_396,31,Other,UK,Desktop,Safari,camp_172,Facebook,Video,2022-05-27 18:00:00,0,6.7,4,3,10815.6,Travel
user_2493,42,Female,India,Mobile,Opera,camp_173,Twitter,Banner,2022-07-19 04:00:00,0,42.59,11,2,8468.98,Fashion
user_76,32,Male,France,Tablet,Firefox,camp_188,Twitter,Banner,2023-01-05 16:00:00,0,32.32,7,1,13638.29,Finance
user_265,19,Female,Brazil,Mobile,Chrome,camp_151,Twitter,Carousel,2022-09-10 19:00:00,0,120.9,3,0,7972.67,Electronics
user_2503,41,Other,Brazil,Desktop,Safari,camp_190,Google,Carousel,2022-02-23 19:00:00,0,25.88,5,1,11997.06,Fashion
user_1820,31,Male,Brazil,Desktop,Edge,camp_165,Google,Banner,2022-04-22 21:00:00,0,1.01,2,1,8441.15,Travel
user_718,24,Female,France,Mobile,Chrome,camp_166,LinkedIn,Banner,2023-02-20 14:00:00,0,18.0,5,0,9785.46,Electronics
user_2783,53,Male,France,Mobile,Opera,camp_128,Google,Carousel,2022-04-07 15:00:00,0,7.18,3,1,9599.62,Finance
user_851,41,Male,Japan,Desktop,Chrome,camp_126,Google,Carousel,2022-07-01 10:00:00,0,59.33,3,2,9989.84,Finance
user_1391,44,Female,Japan,Desktop,Edge,camp_167,Facebook,Banner,2022-10-22 10:00:00,0,24.9,1,1,11378.22,Fashion
user_144,54,Other,Japan,Mobile,Edge,camp_134,LinkedIn,Carousel,2022-12-18 05:00:00,1,30.53,5,1,13984.26,Fashion
user_885,55,Female,UK,Mobile,Opera,camp_190,Google,Banner,2022-09-11 07:00:00,0,16.48,6,3,10710.62,Finance
user_396,47,Female,Brazil,Mobile,Safari,camp_182,Twitter,Carousel,2022-01-13 15:00:00,0,68.21,2,4,5768.24,Finance
user_2996,44,Female,US,Mobile,Safari,camp_109,Twitter,Banner,2022-03-09 18:00:00,0,3.74,5,1,10296.27,Gaming
user_2939,56,Male,UK,Tablet,Firefox,camp_125,Google,Banner,2022-02-22 05:00:00,1,9.86,7,0,11000.24,Electronics
user_1493,32,Other,Brazil,Desktop,Edge,camp_170,Facebook,Carousel,2023-01-15 22:00:00,0,13.86,1,4,7355.4,Fashion
user_1168,43,Other,France,Tablet,Firefox,camp_190,Twitter,Video,2022-03-25 06:00:00,0,16.12,4,1,11284.81,Electronics
user_2617,18,Male,France,Mobile,Edge,camp_193,Twitter,Banner,2023-02-06 10:00:00,0,29.96,4,0,9795.61,Travel
user_1063,21,Other,France,Desktop,Firefox,camp_175,Facebook,Video,2022-06-27 11:00:00,0,26.08,5,0,9198.49,Fashion
user_2157,46,Female,Brazil,Mobile,Safari,camp_160,Twitter,Video,2022-04-11 01:00:00,1,1.13,10,2,10452.81,Finance
user_1066,18,Other,Japan,Desktop,Edge,camp_168,Facebook,Carousel,2022-04-25 13:00:00,0,25.73,4,2,10383.05,Finance
user_1210,60,Male,France,Mobile,Safari,camp_155,LinkedIn,Banner,2022-11-01 00:00:00,1,6.09,5,2,13117.93,Electronics
user_2983,63,Other,India,Mobile,Chrome,camp_176,Facebook,Video,2022-07-30 21:00:00,0,10.76,4,0,7666.47,Electronics
user_2446,39,Male,France,Mobile,Safari,camp_163,LinkedIn,Banner,2022-10-13 12:00:00,0,11.96,4,4,11643.52,Gaming
user_634,28,Female,Brazil,Mobile,Edge,camp_140,Facebook,Banner,2022-02-05 20:00:00,0,23.66,8,2,11491.57,Travel
user_1157,27,Male,Japan,Desktop,Chrome,camp_103,Google,Video,2022-07-25 13:00:00,0,22.87,10,3,13585.93,Finance
user_1239,34,Other,UK,Desktop,Firefox,camp_165,Twitter,Video,2023-01-30 14:00:00,0,9.51,8,3,11538.31,Finance
user_733,53,Female,France,Desktop,Opera,camp_136,LinkedIn,Banner,2022-01-21 00:00:00,0,33.56,7,4,9476.12,Travel
user_235,64,Other,Japan,Tablet,Edge,camp_133,Twitter,Video,2022-03-24 03:00:00,0,2.59,6,0,9849.24,Electronics
user_2706,43,Male,Japan,Mobile,Opera,camp_149,Facebook,Video,2023-01-13 04:00:00,0,5.3,4,2,7808.46,Electronics
user_751,38,Female,Germany,Mobile,Opera,camp_169,Facebook,Banner,2022-12-12 19:00:00,0,11.06,1,0,10654.65,Travel
user_2636,30,Male,India,Desktop,Chrome,camp_189,Twitter,Video,2022-08-31 12:00:00,1,4.94,6,1,7221.87,Electronics
user_954,26,Other,Brazil,Mobile,Firefox,camp_174,Google,Video,2022-06-13 01:00:00,0,52.51,3,3,11142.01,Gaming
