customer_id,signup_date,last_active_date,tenure_months,subscription_type,monthly_fee,auto_renew,payment_method,num_logins_last_30d,support_tickets,feature_usage_score,discount_used,referral_channel,country,is_churned
CUST02416,2019-12-20 00:18:34.671467144,2021-11-17 00:18:34.671467144,52,Premium,30,0,Card,13,1,39.27,0,Referral,Canada,0
CUST02417,2019-12-20 03:48:58.973897388,2021-01-04 03:48:58.973897388,52,Basic,10,1,Card,11,3,37.26,0,Partner,India,1
CUST02418,2019-12-20 07:19:23.276327632,2021-01-10 07:19:23.276327632,52,Free,30,1,Wallet,7,3,28.56,1,Partner,France,0
CUST02419,2019-12-20 10:49:47.578757872,2021-06-18 10:49:47.578757872,52,Basic,30,1,Other,7,2,10.47,0,Organic,Canada,1
CUST02420,2019-12-20 14:20:11.881188116,2021-05-27 14:20:11.881188116,52,Premium,10,1,Other,12,1,29.93,0,Referral,India,0
CUST02421,2019-12-20 17:50:36.183618360,2020-04-13 17:50:36.183618360,52,Premium,30,1,Other,13,1,41.82,0,Organic,France,0
CUST02422,2019-12-20 21:21:00.486048604,2020-07-11 21:21:00.486048604,52,Premium,30,0,Other,12,1,3.97,0,Referral,France,0
CUST02423,2019-12-21 00:51:24.788478844,2022-03-31 00:51:24.788478844,52,Free,30,1,Card,10,3,6.71,0,Partner,India,0
CUST02424,2019-12-21 04:21:49.090909088,2020-07-30 04:21:49.090909088,52,Basic,30,0,Wallet,8,2,55.49,0,Referral,India,0
CUST02425,2019-12-21 07:52:13.393339332,2020-11-25 07:52:13.393339332,52,Premium,10,1,Card,9,1,42.51,0,Organic,Germany,0
CUST02426,2019-12-21 11:22:37.695769576,2020-05-17 11:22:37.695769576,52,Premium,10,1,Card,12,0,25.41,0,Partner,India,0
CUST02427,2019-12-21 14:53:01.998199816,2020-08-24 14:53:01.998199816,52,Free,30,1,Other,15,1,45.45,1,Referral,Canada,0
CUST02428,2019-12-21 18:23:26.300630060,2021-03-21 18:23:26.300630060,52,Premium,30,1,Other,16,0,54.57,0,Paid,France,0
CUST02429,2019-12-21 21:53:50.603060304,2021-03-08 21:53:50.603060304,52,Basic,30,0,PayPal,9,0,6.68,0,Referral,France,0
CUST02430,2019-12-22 01:24:14.905490548,2020-05-13 01:24:14.905490548,52,Free,0,1,Wallet,15,0,39.54,1,Paid,US,1
CUST02431,2019-12-22 04:54:39.207920788,2020-06-13 04:54:39.207920788,52,Basic,30,0,Other,14,3,60.0,0,Paid,UK,0
CUST02432,2019-12-22 08:25:03.510351032,2021-07-11 08:25:03.510351032,52,Basic,0,0,Other,10,0,29.41,0,Partner,UK,0
CUST02433,2019-12-22 11:55:27.812781276,2021-10-29 11:55:27.812781276,52,Basic,10,0,Card,17,1,1.15,0,Organic,UK,0
CUST02434,2019-12-22 15:25:52.115211520,2020-11-18 15:25:52.115211520,52,Free,0,0,Card,11,1,43.71,0,Partner,UK,0
CUST02435,2019-12-22 18:56:16.417641764,2022-02-02 18:56:16.417641764,52,Free,0,1,Card,14,1,51.37,1,Paid,France,0
CUST02436,2019-12-22 22:26:40.720072004,2021-08-30 22:26:40.720072004,52,Premium,0,1,Other,15,0,4.52,0,Referral,India,0
CUST02437,2019-12-23 01:57:05.022502248,2022-05-10 01:57:05.022502248,52,Free,30,1,Wallet,9,3,56.74,0,Organic,US,0
CUST02438,2019-12-23 05:27:29.324932492,2020-12-31 05:27:29.324932492,52,Basic,10,1,Other,12,1,20.51,0,Partner,Germany,0
CUST02439,2019-12-23 08:57:53.627362736,2022-04-14 08:57:53.627362736,52,Basic,0,0,Other,11,1,16.47,0,Referral,India,0
CUST02440,2019-12-23 12:28:17.929792976,2022-04-01 12:28:17.929792976,52,Basic,10,0,Wallet,9,1,13.31,0,Referral,US,0
CUST02441,2019-12-23 15:58:42.232223220,2020-01-22 15:58:42.232223220,52,Premium,0,1,Other,17,1,3.98,1,Partner,Canada,0
CUST02442,2019-12-23 19:29:06.534653464,2020-06-16 19:29:06.534653464,52,Basic,30,1,Other,10,2,17.52,0,Referral,Canada,0
CUST02443,2019-12-23 22:59:30.837083708,2020-11-03 22:59:30.837083708,52,Premium,10,1,Wallet,9,3,30.82,1,Referral,Germany,0
CUST02444,2019-12-24 02:29:55.139513948,2021-11-06 02:29:55.139513948,52,Premium,10,0,Other,18,1,30.75,0,Paid,US,1
CUST02445,2019-12-24 06:00:19.441944192,2020-03-15 06:00:19.441944192,52,Free,30,1,PayPal,11,5,37.59,0,Partner,US,0
CUST02446,2019-12-24 09:30:43.744374436,2020-11-21 09:30:43.744374436,52,Free,30,0,PayPal,17,1,20.69,0,Paid,Canada,0
CUST02447,2019-12-24 13:01:08.046804680,2020-03-31 13:01:08.046804680,52,Basic,30,0,Card,14,1,70.72,0,Organic,US,1
CUST02448,2019-12-24 16:31:32.349234920,2021-01-17 16:31:32.349234920,52,Basic,30,0,Other,11,3,35.76,1,Organic,UK,0
CUST02449,2019-12-24 20:01:56.651665164,2021-09-15 20:01:56.651665164,52,Premium,30,1,Wallet,13,2,8.33,0,Partner,France,1
CUST02450,2019-12-24 23:32:20.954095408,2020-08-29 23:32:20.954095408,52,Basic,10,1,Wallet,11,3,17.77,0,Paid,Germany,0
CUST02451,2019-12-25 03:02:45.256525652,2021-12-27 03:02:45.256525652,52,Basic,30,1,PayPal,12,1,14.62,0,Organic,US,0
CUST02452,2019-12-25 06:33:09.558955892,2021-08-20 06:33:09.558955892,52,Free,30,1,Card,16,3,38.41,1,Referral,France,0
CUST02453,2019-12-25 10:03:33.861386136,2021-08-30 10:03:33.861386136,52,Basic,10,1,Other,7,0,17.77,1,Organic,UK,0
CUST02454,2019-12-25 13:33:58.163816380,2020-07-02 13:33:58.163816380,52,Basic,30,1,Wallet,11,3,48.24,0,Partner,Germany,0
CUST02455,2019-12-25 17:04:22.466246624,2021-12-04 17:04:22.466246624,52,Basic,30,1,Wallet,11,0,45.37,0,Organic,UK,0
CUST02456,2019-12-25 20:34:46.768676864,2020-04-21 20:34:46.768676864,52,Basic,0,1,Other,12,2,16.24,0,Referral,France,0
CUST02457,2019-12-26 00:05:11.071107108,2021-12-12 00:05:11.071107108,52,Free,10,1,Card,16,1,24.54,0,Paid,Germany,1
CUST02458,2019-12-26 03:35:35.373537352,2022-03-15 03:35:35.373537352,52,Premium,30,1,PayPal,6,1,24.0,0,Paid,Germany,0
CUST02459,2019-12-26 07:05:59.675967596,2021-08-31 07:05:59.675967596,52,Premium,10,1,Other,8,1,20.39,0,Organic,Germany,1
CUST02460,2019-12-26 10:36:23.978397836,2022-02-19 10:36:23.978397836,52,Basic,10,1,Other,10,1,40.25,0,Paid,UK,0
CUST02461,2019-12-26 14:06:48.280828080,2021-09-04 14:06:48.280828080,52,Basic,30,0,Other,7,5,16.62,0,Organic,US,0
CUST02462,2019-12-26 17:37:12.583258324,2020-07-01 17:37:12.583258324,52,Premium,10,1,PayPal,13,2,27.74,1,Paid,France,0
CUST02463,2019-12-26 21:07:36.885688568,2021-05-27 21:07:36.885688568,52,Basic,0,0,Wallet,8,1,49.12,1,Organic,UK,1
CUST02464,2019-12-27 00:38:01.188118808,2020-12-14 00:38:01.188118808,52,Basic,30,1,Other,19,2,35.47,1,Referral,UK,0
CUST02465,2019-12-27 04:08:25.490549052,2021-09-26 04:08:25.490549052,52,Free,30,0,Other,16,2,2.77,0,Partner,India,0
CUST02466,2019-12-27 07:38:49.792979296,2021-02-09 07:38:49.792979296,52,Premium,0,0,Other,14,1,24.73,0,Referral,India,1
CUST02467,2019-12-27 11:09:14.095409540,2020-05-06 11:09:14.095409540,52,Free,30,0,Other,12,2,8.11,1,Referral,US,0
CUST02468,2019-12-27 14:39:38.397839780,2021-06-02 14:39:38.397839780,52,Premium,10,1,Card,14,0,31.11,1,Paid,Canada,0
CUST02469,2019-12-27 18:10:02.700270024,2021-10-30 18:10:02.700270024,52,Premium,10,0,Card,10,1,46.1,0,Organic,UK,0
CUST02470,2019-12-27 21:40:27.002700268,2021-09-30 21:40:27.002700268,52,Premium,0,0,Card,11,0,29.37,0,Paid,UK,1
CUST02471,2019-12-28 01:10:51.305130512,2020-02-14 01:10:51.305130512,52,Premium,30,0,Wallet,6,2,12.03,0,Referral,India,1
CUST02472,2019-12-28 04:41:15.607560752,2021-04-24 04:41:15.607560752,52,Basic,10,1,Other,13,3,12.12,0,Organic,India,0
CUST02473,2019-12-28 08:11:39.909990996,2021-05-22 08:11:39.909990996,52,Basic,10,1,Other,14,2,52.47,0,Organic,Canada,0
CUST02474,2019-12-28 11:42:04.212421240,2021-09-11 11:42:04.212421240,52,Premium,30,0,Other,15,1,30.58,0,Organic,Canada,0
CUST02475,2019-12-28 15:12:28.514851484,2021-02-26 15:12:28.514851484,52,Premium,0,0,Other,16,4,45.06,0,Paid,India,0
CUST02476,2019-12-28 18:42:52.817281728,2020-10-31 18:42:52.817281728,52,Basic,30,1,PayPal,16,2,41.13,1,Organic,Canada,1
CUST02477,2019-12-28 22:13:17.119711968,2022-05-26 22:13:17.119711968,52,Premium,10,1,PayPal,15,1,20.35,1,Paid,Canada,0
CUST02478,2019-12-29 01:43:41.422142212,2021-01-26 01:43:41.422142212,52,Basic,30,0,PayPal,11,4,40.66,0,Partner,France,0
CUST02479,2019-12-29 05:14:05.724572456,2020-12-23 05:14:05.724572456,52,Basic,10,1,Other,4,3,25.0,0,Referral,UK,0
CUST02480,2019-12-29 08:44:30.027002700,2021-10-29 08:44:30.027002700,52,Basic,0,1,PayPal,10,4,30.56,0,Referral,US,0
CUST02481,2019-12-29 12:14:54.329432940,2021-01-05 12:14:54.329432940,52,Basic,0,1,PayPal,12,0,17.25,1,Partner,Canada,1
CUST02482,2019-12-29 15:45:18.631863184,2022-04-28 15:45:18.631863184,52,Free,30,1,Wallet,16,4,28.42,0,Referral,Germany,0
CUST02483,2019-12-29 19:15:42.934293428,2021-04-26 19:15:42.934293428,52,Basic,30,0,Wallet,12,3,35.82,0,Referral,France,0
CUST02484,2019-12-29 22:46:07.236723672,2021-09-19 22:46:07.236723672,52,Basic,10,0,PayPal,19,2,7.89,1,Organic,US,0
CUST02485,2019-12-30 02:16:31.539153912,2022-01-22 02:16:31.539153912,52,Basic,30,1,PayPal,10,2,10.65,1,Partner,India,0
CUST02486,2019-12-30 05:46:55.841584156,2021-11-13 05:46:55.841584156,52,Basic,10,1,Wallet,16,0,11.62,1,Paid,France,0
CUST02487,2019-12-30 09:17:20.144014400,2020-04-02 09:17:20.144014400,52,Premium,30,0,PayPal,10,3,26.97,0,Organic,France,0
CUST02488,2019-12-30 12:47:44.446444644,2020-04-13 12:47:44.446444644,52,Basic,30,1,Other,11,1,21.01,0,Organic,India,0
CUST02489,2019-12-30 16:18:08.748874884,2022-01-08 16:18:08.748874884,52,Basic,30,1,PayPal,11,1,18.76,0,Paid,US,1
CUST02490,2019-12-30 19:48:33.051305128,2020-06-19 19:48:33.051305128,52,Free,30,0,Other,8,2,23.25,1,Partner,France,0
CUST02491,2019-12-30 23:18:57.353735372,2022-05-05 23:18:57.353735372,52,Free,30,1,PayPal,9,3,15.28,0,Organic,US,0
CUST02492,2019-12-31 02:49:21.656165616,2021-09-25 02:49:21.656165616,52,Premium,10,0,Card,19,1,13.17,1,Referral,France,0
CUST02493,2019-12-31 06:19:45.958595856,2021-05-16 06:19:45.958595856,52,Basic,30,0,PayPal,17,3,8.42,1,Paid,UK,0
CUST02494,2019-12-31 09:50:10.261026100,2021-03-21 09:50:10.261026100,52,Premium,30,0,Card,11,4,27.36,0,Paid,Germany,1
CUST02495,2019-12-31 13:20:34.563456344,2020-11-29 13:20:34.563456344,52,Free,30,1,PayPal,12,1,36.05,1,Organic,Canada,0
CUST02496,2019-12-31 16:50:58.865886588,2022-02-03 16:50:58.865886588,52,Basic,10,1,PayPal,14,1,76.58,1,Organic,US,0
CUST02497,2019-12-31 20:21:23.168316828,2021-06-09 20:21:23.168316828,52,Basic,0,1,Other,9,2,13.52,0,Organic,UK,1
CUST02498,2019-12-31 23:51:47.470747072,2020-11-15 23:51:47.470747072,52,Basic,10,1,Wallet,20,1,41.43,0,Organic,India,0
CUST02499,2020-01-01 03:22:11.773177316,2020-05-11 03:22:11.773177316,52,Free,30,1,Wallet,8,1,34.82,1,Referral,Canada,0
CUST02500,2020-01-01 06:52:36.075607560,2020-10-23 06:52:36.075607560,52,Free,10,1,Other,17,0,26.94,0,Referral,Germany,0
CUST02501,2020-01-01 10:23:00.378037800,2022-06-15 10:23:00.378037800,52,Basic,10,1,Wallet,11,3,27.32,0,Partner,Germany,0
CUST02502,2020-01-01 13:53:24.680468044,2021-10-13 13:53:24.680468044,52,Free,10,1,Card,12,5,17.74,1,Referral,India,1
CUST02503,2020-01-01 17:23:48.982898288,2022-05-21 17:23:48.982898288,52,Premium,10,1,Card,9,2,25.32,0,Organic,UK,0
CUST02504,2020-01-01 20:54:13.285328532,2022-03-17 20:54:13.285328532,52,Basic,10,1,PayPal,10,2,10.47,1,Partner,UK,0
CUST02505,2020-01-02 00:24:37.587758772,2020-02-03 00:24:37.587758772,52,Free,0,1,Card,13,2,21.39,1,Organic,India,0
CUST02506,2020-01-02 03:55:01.890189016,2020-04-25 03:55:01.890189016,52,Free,30,0,Wallet,11,2,8.75,0,Paid,Germany,0
CUST02507,2020-01-02 07:25:26.192619260,2022-04-04 07:25:26.192619260,52,Basic,30,0,Card,22,0,52.51,0,Paid,France,0
CUST02508,2020-01-02 10:55:50.495049504,2020-12-24 10:55:50.495049504,52,Free,0,1,PayPal,13,1,26.27,1,Partner,Canada,1
CUST02509,2020-01-02 14:26:14.797479744,2022-04-26 14:26:14.797479744,52,Premium,30,1,Card,14,1,12.06,0,Organic,Germany,1
CUST02510,2020-01-02 17:56:39.099909988,2021-04-25 17:56:39.099909988,52,Premium,30,1,Wallet,9,3,49.91,0,Referral,India,1
CUST02511,2020-01-02 21:27:03.402340232,2021-04-29 21:27:03.402340232,52,Basic,0,1,Other,10,1,16.9,0,Organic,Canada,1
CUST02512,2020-01-03 00:57:27.704770476,2021-10-22 00:57:27.704770476,52,Basic,10,0,PayPal,7,0,41.5,1,Partner,Canada,0
CUST02513,2020-01-03 04:27:52.007200716,2020-09-09 04:27:52.007200716,52,Free,30,1,Other,15,1,29.43,0,Organic,France,1
CUST02514,2020-01-03 07:58:16.309630960,2020-07-04 07:58:16.309630960,52,Premium,10,1,Card,7,3,22.88,1,Partner,France,0
CUST02515,2020-01-03 11:28:40.612061204,2021-11-27 11:28:40.612061204,52,Basic,30,1,PayPal,10,2,64.43,0,Partner,Canada,0
CUST02516,2020-01-03 14:59:04.914491448,2020-02-13 14:59:04.914491448,52,Basic,10,1,PayPal,16,0,38.03,1,Partner,France,0
CUST02517,2020-01-03 18:29:29.216921688,2020-06-13 18:29:29.216921688,52,Basic,0,1,Card,7,1,24.52,0,Organic,Canada,0
CUST02518,2020-01-03 21:59:53.519351932,2020-12-01 21:59:53.519351932,52,Premium,30,1,PayPal,14,4,35.37,1,Paid,UK,0
CUST02519,2020-01-04 01:30:17.821782176,2020-11-21 01:30:17.821782176,52,Basic,10,1,Card,12,2,19.54,0,Organic,US,1
CUST02520,2020-01-04 05:00:42.124212420,2020-11-28 05:00:42.124212420,52,Free,30,1,Other,16,0,24.74,0,Organic,France,0
CUST02521,2020-01-04 08:31:06.426642664,2022-02-11 08:31:06.426642664,52,Premium,0,1,Other,13,1,19.88,0,Partner,France,1
CUST02522,2020-01-04 12:01:30.729072904,2022-03-26 12:01:30.729072904,52,Basic,10,1,Wallet,11,0,46.17,0,Organic,US,0
CUST02523,2020-01-04 15:31:55.031503148,2020-03-16 15:31:55.031503148,52,Premium,10,1,Wallet,18,1,27.58,1,Partner,India,0
CUST02524,2020-01-04 19:02:19.333933392,2021-01-10 19:02:19.333933392,52,Free,0,1,Card,9,0,46.01,0,Organic,India,1
CUST02525,2020-01-04 22:32:43.636363636,2020-12-24 22:32:43.636363636,52,Premium,10,1,Card,20,1,13.0,0,Paid,Canada,0
CUST02526,2020-01-05 02:03:07.938793876,2022-04-27 02:03:07.938793876,52,Premium,0,1,Other,20,0,28.84,1,Partner,Germany,1
CUST02527,2020-01-05 05:33:32.241224120,2021-06-15 05:33:32.241224120,52,Free,10,0,PayPal,18,7,36.81,1,Organic,India,0
CUST02528,2020-01-05 09:03:56.543654364,2021-02-01 09:03:56.543654364,52,Premium,30,1,Card,10,1,54.72,0,Paid,US,0
CUST02529,2020-01-05 12:34:20.846084608,2021-04-05 12:34:20.846084608,52,Basic,0,0,PayPal,14,0,9.29,0,Partner,Germany,0
CUST02530,2020-01-05 16:04:45.148514848,2020-02-24 16:04:45.148514848,52,Premium,30,1,Wallet,15,0,63.77,0,Organic,France,0
CUST02531,2020-01-05 19:35:09.450945092,2021-03-16 19:35:09.450945092,52,Free,0,1,Other,6,1,9.09,0,Partner,India,0
CUST02532,2020-01-05 23:05:33.753375336,2021-10-14 23:05:33.753375336,52,Premium,10,0,Card,15,2,30.57,0,Paid,UK,1
CUST02533,2020-01-06 02:35:58.055805580,2021-01-05 02:35:58.055805580,51,Basic,30,0,Wallet,13,2,14.92,0,Partner,France,0
CUST02534,2020-01-06 06:06:22.358235820,2022-04-29 06:06:22.358235820,51,Premium,10,1,Card,14,0,10.61,0,Partner,India,0
CUST02535,2020-01-06 09:36:46.660666064,2020-05-31 09:36:46.660666064,51,Basic,10,1,Wallet,14,3,66.42,1,Partner,France,0
CUST02536,2020-01-06 13:07:10.963096308,2020-06-07 13:07:10.963096308,51,Premium,0,1,Other,9,2,40.04,0,Organic,France,0
CUST02537,2020-01-06 16:37:35.265526552,2021-03-09 16:37:35.265526552,51,Premium,30,1,Card,9,3,33.98,0,Partner,UK,0
CUST02538,2020-01-06 20:07:59.567956792,2022-04-07 20:07:59.567956792,51,Basic,30,0,Card,17,1,48.22,0,Referral,France,1
CUST02539,2020-01-06 23:38:23.870387036,2022-04-18 23:38:23.870387036,51,Premium,0,0,PayPal,16,1,27.34,0,Organic,Germany,0
CUST02540,2020-01-07 03:08:48.172817280,2022-01-20 03:08:48.172817280,51,Premium,10,1,PayPal,13,0,42.12,0,Paid,France,0
CUST02541,2020-01-07 06:39:12.475247524,2020-03-27 06:39:12.475247524,51,Basic,30,0,Card,9,1,24.68,0,Referral,India,0
CUST02542,2020-01-07 10:09:36.777677764,2022-03-29 10:09:36.777677764,51,Basic,10,1,Other,12,1,35.49,1,Partner,France,0
CUST02543,2020-01-07 13:40:01.080108008,2020-12-25 13:40:01.080108008,51,Basic,0,1,PayPal,20,4,48.63,0,Partner,US,0
CUST02544,2020-01-07 17:10:25.382538252,2022-04-04 17:10:25.382538252,51,Basic,10,1,Card,15,3,33.81,1,Paid,Canada,1
CUST02545,2020-01-07 20:40:49.684968496,2020-06-25 20:40:49.684968496,51,Free,10,0,Card,13,2,17.12,0,Partner,UK,1
CUST02546,2020-01-08 00:11:13.987398736,2021-05-21 00:11:13.987398736,51,Basic,10,1,Wallet,9,3,36.08,0,Partner,US,0
CUST02547,2020-01-08 03:41:38.289828980,2022-04-03 03:41:38.289828980,51,Basic,30,1,Other,14,0,3.97,0,Paid,Germany,1
CUST02548,2020-01-08 07:12:02.592259224,2022-04-18 07:12:02.592259224,51,Basic,10,1,PayPal,14,2,12.49,1,Paid,UK,0
CUST02549,2020-01-08 10:42:26.894689468,2021-01-05 10:42:26.894689468,51,Free,10,1,PayPal,9,0,37.39,0,Partner,US,0
CUST02550,2020-01-08 14:12:51.197119708,2021-02-13 14:12:51.197119708,51,Premium,30,1,Wallet,6,1,11.14,0,Referral,India,0
CUST02551,2020-01-08 17:43:15.499549952,2021-08-23 17:43:15.499549952,51,Premium,10,0,Card,17,1,35.15,0,Referral,US,1
CUST02552,2020-01-08 21:13:39.801980196,2021-06-14 21:13:39.801980196,51,Free,10,1,PayPal,15,0,29.67,1,Organic,France,0
CUST02553,2020-01-09 00:44:04.104410440,2021-07-30 00:44:04.104410440,51,Premium,10,1,Card,16,2,59.33,0,Partner,US,1
CUST02554,2020-01-09 04:14:28.406840680,2021-12-07 04:14:28.406840680,51,Premium,30,1,PayPal,16,0,13.19,0,Organic,UK,0
CUST02555,2020-01-09 07:44:52.709270924,2022-02-27 07:44:52.709270924,51,Premium,10,0,PayPal,9,2,18.25,0,Partner,US,0
CUST02556,2020-01-09 11:15:17.011701168,2020-07-12 11:15:17.011701168,51,Free,10,0,Card,15,0,37.53,1,Referral,US,0
CUST02557,2020-01-09 14:45:41.314131412,2020-11-24 14:45:41.314131412,51,Basic,30,1,Card,16,2,38.31,0,Referral,France,0
CUST02558,2020-01-09 18:16:05.616561652,2021-11-16 18:16:05.616561652,51,Premium,30,0,PayPal,10,4,37.45,1,Partner,UK,0
CUST02559,2020-01-09 21:46:29.918991896,2020-06-30 21:46:29.918991896,51,Premium,30,0,Wallet,13,1,21.16,0,Referral,US,0
CUST02560,2020-01-10 01:16:54.221422140,2020-05-24 01:16:54.221422140,51,Premium,10,1,Wallet,20,0,22.4,0,Organic,US,0
CUST02561,2020-01-10 04:47:18.523852384,2021-04-03 04:47:18.523852384,51,Premium,10,1,Wallet,10,2,45.5,1,Paid,US,0
CUST02562,2020-01-10 08:17:42.826282628,2021-12-09 08:17:42.826282628,51,Free,0,0,Wallet,12,3,13.98,0,Referral,Germany,0
CUST02563,2020-01-10 11:48:07.128712868,2021-11-27 11:48:07.128712868,51,Basic,10,1,Wallet,14,0,21.06,0,Organic,UK,0
CUST02564,2020-01-10 15:18:31.431143112,2020-02-10 15:18:31.431143112,51,Basic,30,1,Card,10,4,16.03,0,Paid,US,0
CUST02565,2020-01-10 18:48:55.733573356,2021-09-19 18:48:55.733573356,51,Free,10,1,PayPal,9,1,0.61,0,Paid,Canada,0
CUST02566,2020-01-10 22:19:20.036003600,2021-11-13 22:19:20.036003600,51,Premium,30,1,Wallet,8,2,18.64,1,Paid,Germany,0
CUST02567,2020-01-11 01:49:44.338433840,2020-05-09 01:49:44.338433840,51,Free,0,0,Other,14,1,31.75,0,Partner,UK,0
CUST02568,2020-01-11 05:20:08.640864084,2021-01-19 05:20:08.640864084,51,Basic,10,1,PayPal,11,3,11.0,0,Organic,France,1
CUST02569,2020-01-11 08:50:32.943294328,2021-01-24 08:50:32.943294328,51,Premium,30,0,Other,11,1,12.01,0,Paid,Canada,0
CUST02570,2020-01-11 12:20:57.245724572,2021-05-13 12:20:57.245724572,51,Free,10,1,Card,13,1,33.42,1,Paid,US,0
CUST02571,2020-01-11 15:51:21.548154812,2020-10-29 15:51:21.548154812,51,Premium,30,1,PayPal,15,2,19.03,1,Paid,US,1
CUST02572,2020-01-11 19:21:45.850585056,2021-01-25 19:21:45.850585056,51,Premium,30,0,Card,7,3,25.34,0,Organic,India,0
CUST02573,2020-01-11 22:52:10.153015300,2020-05-27 22:52:10.153015300,51,Basic,0,1,Other,5,3,17.54,0,Referral,India,1
CUST02574,2020-01-12 02:22:34.455445544,2021-09-18 02:22:34.455445544,51,Free,0,0,PayPal,13,1,29.52,0,Paid,Germany,1
CUST02575,2020-01-12 05:52:58.757875784,2020-03-20 05:52:58.757875784,51,Basic,0,0,PayPal,14,3,15.46,0,Referral,France,1
CUST02576,2020-01-12 09:23:23.060306028,2020-07-18 09:23:23.060306028,51,Basic,30,1,Card,9,2,57.64,0,Paid,India,1
CUST02577,2020-01-12 12:53:47.362736272,2021-09-15 12:53:47.362736272,51,Basic,10,1,PayPal,15,2,20.21,0,Organic,Canada,1
CUST02578,2020-01-12 16:24:11.665166516,2020-12-18 16:24:11.665166516,51,Basic,30,0,Other,10,0,1.26,0,Partner,UK,0
CUST02579,2020-01-12 19:54:35.967596756,2020-10-08 19:54:35.967596756,51,Premium,10,1,Card,10,0,34.34,0,Organic,Canada,0
CUST02580,2020-01-12 23:25:00.270027000,2021-04-30 23:25:00.270027000,51,Free,30,0,Other,15,2,25.9,1,Organic,France,1
CUST02581,2020-01-13 02:55:24.572457244,2020-12-05 02:55:24.572457244,51,Premium,30,0,PayPal,12,2,36.99,0,Partner,France,0
CUST02582,2020-01-13 06:25:48.874887488,2020-03-18 06:25:48.874887488,51,Free,10,0,Other,8,0,10.44,0,Paid,France,0
CUST02583,2020-01-13 09:56:13.177317728,2020-05-05 09:56:13.177317728,51,Basic,10,0,PayPal,17,4,9.39,1,Partner,Canada,0
CUST02584,2020-01-13 13:26:37.479747972,2021-05-08 13:26:37.479747972,51,Premium,0,0,Other,7,3,24.7,1,Partner,France,0
CUST02585,2020-01-13 16:57:01.782178216,2022-03-27 16:57:01.782178216,51,Basic,10,1,Other,15,1,8.32,1,Organic,US,0
CUST02586,2020-01-13 20:27:26.084608460,2022-05-13 20:27:26.084608460,51,Free,10,1,Wallet,10,2,34.01,0,Referral,Canada,0
CUST02587,2020-01-13 23:57:50.387038700,2021-03-02 23:57:50.387038700,51,Premium,10,1,PayPal,8,0,7.63,0,Partner,France,0
CUST02588,2020-01-14 03:28:14.689468944,2020-08-02 03:28:14.689468944,51,Premium,30,1,Wallet,7,1,34.46,0,Organic,Canada,0
CUST02589,2020-01-14 06:58:38.991899188,2021-02-22 06:58:38.991899188,51,Premium,30,1,Wallet,13,2,28.91,1,Organic,US,1
CUST02590,2020-01-14 10:29:03.294329432,2021-12-28 10:29:03.294329432,51,Basic,30,0,Card,13,0,15.92,1,Partner,Canada,0
CUST02591,2020-01-14 13:59:27.596759672,2021-02-08 13:59:27.596759672,51,Basic,10,0,Card,16,3,37.71,0,Partner,India,0
CUST02592,2020-01-14 17:29:51.899189916,2021-08-24 17:29:51.899189916,51,Premium,30,0,Other,14,3,13.55,0,Partner,France,0
CUST02593,2020-01-14 21:00:16.201620160,2020-07-02 21:00:16.201620160,51,Premium,10,1,PayPal,17,1,34.99,0,Referral,France,0
CUST02594,2020-01-15 00:30:40.504050404,2020-06-10 00:30:40.504050404,51,Basic,10,0,Card,20,1,73.49,1,Organic,Canada,0
CUST02595,2020-01-15 04:01:04.806480644,2020-11-16 04:01:04.806480644,51,Premium,10,1,Wallet,11,0,43.18,0,Paid,India,1
CUST02596,2020-01-15 07:31:29.108910888,2022-02-08 07:31:29.108910888,51,Basic,0,1,PayPal,7,1,37.34,1,Referral,Germany,0
CUST02597,2020-01-15 11:01:53.411341132,2020-09-20 11:01:53.411341132,51,Basic,10,1,Other,18,2,24.2,0,Organic,UK,0
CUST02598,2020-01-15 14:32:17.713771376,2020-03-10 14:32:17.713771376,51,Free,10,1,Other,10,3,22.28,0,Referral,UK,0
CUST02599,2020-01-15 18:02:42.016201616,2021-07-18 18:02:42.016201616,51,Basic,30,0,Card,16,2,61.06,1,Referral,Germany,1
CUST02600,2020-01-15 21:33:06.318631860,2022-04-06 21:33:06.318631860,51,Basic,10,0,Card,13,3,43.45,0,Paid,Canada,1
CUST02601,2020-01-16 01:03:30.621062104,2020-02-24 01:03:30.621062104,51,Free,30,1,Card,9,2,35.1,0,Paid,US,0
CUST02602,2020-01-16 04:33:54.923492348,2021-02-26 04:33:54.923492348,51,Basic,10,0,Other,17,1,7.47,0,Referral,France,1
CUST02603,2020-01-16 08:04:19.225922592,2021-11-08 08:04:19.225922592,51,Premium,0,0,Wallet,17,2,27.95,0,Partner,UK,0
CUST02604,2020-01-16 11:34:43.528352832,2021-11-12 11:34:43.528352832,51,Premium,10,1,Card,13,1,50.34,0,Referral,UK,1
CUST02605,2020-01-16 15:05:07.830783076,2021-12-27 15:05:07.830783076,51,Premium,30,1,Other,12,0,19.66,0,Partner,France,0
CUST02606,2020-01-16 18:35:32.133213320,2021-09-20 18:35:32.133213320,51,Premium,0,1,PayPal,7,1,24.01,1,Organic,US,0
CUST02607,2020-01-16 22:05:56.435643564,2020-07-15 22:05:56.435643564,51,Free,10,1,Other,12,6,5.07,0,Referral,France,0
