review_id,user_id,review_text,review_length,sentiment_score,platform,language,device_type,region,review_date,sentiment
REV02106,USER02131,Very satisfied with the quality.,222,0.04,Amazon,en,Mobile,UK,2022-02-23,negative
REV02107,USER03977,"Amazing experience, will recommend.",221,0.62,Amazon,en,Mobile,Brazil,2020-03-22,negative
REV02108,USER04245,Very satisfied with the quality.,117,0.68,Web,es,Mobile,Brazil,2023-06-03,neutral
REV02109,USER01180,"Amazing experience, will recommend.",135,0.78,Amazon,en,Mobile,Brazil,2022-09-21,neutral
REV02110,USER04286,Very satisfied with the quality.,251,-1.59,Amazon,en,Desktop,US,2020-05-07,negative
REV02111,USER03566,Worst purchase ever!,130,-0.92,Amazon,en,Mobile,US,2023-10-26,positive
REV02112,USER00883,Good value for money.,31,0.14,Amazon,de,Mobile,UK,2023-09-08,positive
REV02113,USER00400,"It was okay, nothing special.",40,0.48,AppStore,fr,Mobile,UK,2022-04-23,positive
REV02114,USER00609,"Amazing experience, will recommend.",146,1.26,Amazon,de,Desktop,UK,2023-04-28,positive
REV02115,USER01639,"It was okay, nothing special.",140,-0.51,Web,en,Tablet,UK,2021-11-06,neutral
REV02116,USER02149,Terrible service. Never coming back.,143,-0.9,Web,en,Desktop,Germany,2022-10-29,neutral
REV02117,USER01383,Very satisfied with the quality.,52,-0.55,Twitter,en,Mobile,UK,2020-06-11,positive
REV02118,USER01404,Completely disappointed.,189,2.26,AppStore,en,Desktop,Brazil,2022-08-20,neutral
REV02119,USER00820,Great product! Really loved it.,96,1.5,AppStore,en,Mobile,UK,2021-12-29,neutral
REV02120,USER03293,Terrible service. Never coming back.,82,-0.17,Twitter,es,Mobile,Brazil,2022-12-11,neutral
REV02121,USER00820,Exceeded expectations!,289,1.28,Web,en,Mobile,Brazil,2020-04-27,positive
REV02122,USER00420,"Not bad, could be better.",235,-0.57,Web,en,Mobile,UK,2020-04-10,positive
REV02123,USER04220,Great product! Really loved it.,209,0.95,Amazon,fr,Mobile,UK,2021-09-15,positive
REV02124,USER04518,Worst purchase ever!,94,-1.38,Twitter,en,Mobile,India,2022-05-08,positive
REV02125,USER03303,Very satisfied with the quality.,193,0.36,Web,en,Mobile,Brazil,2021-02-15,positive
REV02126,USER01509,Good value for money.,86,1.02,Twitter,en,Desktop,UK,2021-04-11,positive
REV02127,USER00768,Worst purchase ever!,112,-0.33,Twitter,de,Mobile,UK,2021-07-24,neutral
REV02128,USER02045,"Amazing experience, will recommend.",72,0.61,AppStore,en,Tablet,India,2022-11-26,positive
REV02129,USER02140,Great product! Really loved it.,113,-0.56,Web,en,Mobile,Germany,2023-02-01,negative
REV02130,USER03030,"Not bad, could be better.",132,0.3,Web,de,Mobile,Brazil,2022-07-09,neutral
REV02131,USER01550,Completely disappointed.,248,-0.48,Amazon,en,Mobile,Brazil,2022-09-20,neutral
REV02132,USER01765,Good value for money.,269,0.82,Web,de,Mobile,India,2020-01-15,negative
REV02133,USER02646,"It was okay, nothing special.",228,-1.26,AppStore,en,Tablet,Germany,2023-03-13,negative
REV02134,USER03717,Very satisfied with the quality.,201,-1.02,Web,en,Desktop,US,2022-04-02,positive
REV02135,USER04606,"Amazing experience, will recommend.",286,1.31,Amazon,en,Mobile,India,2020-09-06,positive
REV02136,USER04482,Very satisfied with the quality.,174,-2.46,Web,en,Mobile,UK,2021-01-22,positive
REV02137,USER02294,Worst purchase ever!,102,-0.64,Twitter,en,Mobile,UK,2020-10-08,positive
REV02138,USER04838,Great product! Really loved it.,205,-0.14,AppStore,en,Mobile,UK,2022-01-20,neutral
REV02139,USER02709,Worst purchase ever!,158,0.35,Amazon,en,Desktop,US,2023-08-11,positive
REV02140,USER00901,Great product! Really loved it.,74,-0.48,Amazon,en,Mobile,UK,2021-01-18,positive
REV02141,USER03085,Completely disappointed.,38,-1.13,Twitter,en,Mobile,US,2020-02-16,negative
REV02142,USER02010,"Not bad, could be better.",286,1.23,AppStore,fr,Mobile,India,2022-08-01,negative
REV02143,USER00242,"It was okay, nothing special.",161,1.05,Web,en,Mobile,US,2021-08-26,positive
REV02144,USER02386,Completely disappointed.,183,-0.38,AppStore,en,Tablet,UK,2023-04-03,positive
REV02145,USER04269,Terrible service. Never coming back.,271,-1.79,AppStore,en,Mobile,Brazil,2022-11-27,negative
REV02146,USER00672,"Not bad, could be better.",251,0.31,AppStore,en,Mobile,UK,2021-09-03,negative
REV02147,USER00164,Completely disappointed.,79,0.18,AppStore,fr,Desktop,US,2022-12-21,negative
REV02148,USER00465,Good value for money.,41,-0.67,AppStore,fr,Mobile,US,2021-07-26,positive
REV02149,USER03043,Very satisfied with the quality.,145,-1.96,AppStore,fr,Mobile,Germany,2021-12-14,positive
REV02150,USER04593,Worst purchase ever!,122,-0.27,Twitter,en,Mobile,Germany,2020-04-27,positive
REV02151,USER04796,"Not bad, could be better.",240,0.77,Amazon,en,Tablet,Germany,2021-04-25,positive
REV02152,USER02443,Good value for money.,129,0.92,Twitter,en,Desktop,UK,2022-10-28,positive
REV02153,USER04799,Worst purchase ever!,77,-0.04,Web,en,Tablet,US,2023-02-03,neutral
REV02154,USER02356,Terrible service. Never coming back.,84,-0.62,Amazon,fr,Desktop,Germany,2020-10-18,negative
REV02155,USER04279,Exceeded expectations!,77,0.73,Amazon,de,Mobile,Brazil,2021-07-21,negative
REV02156,USER04725,"Not bad, could be better.",177,-1.14,Web,en,Mobile,India,2021-06-15,positive
REV02157,USER02558,Good value for money.,95,-1.35,Amazon,en,Desktop,India,2020-07-01,positive
REV02158,USER00546,Worst purchase ever!,38,-0.09,Web,en,Mobile,Germany,2022-07-18,positive
REV02159,USER04720,Worst purchase ever!,209,1.55,AppStore,es,Mobile,Germany,2020-12-13,positive
REV02160,USER03836,Completely disappointed.,269,1.58,AppStore,en,Tablet,Germany,2020-10-14,negative
REV02161,USER00594,Great product! Really loved it.,98,-1.32,Amazon,en,Mobile,India,2020-07-22,negative
REV02162,USER04840,Completely disappointed.,103,-0.44,Amazon,de,Mobile,Germany,2022-12-02,neutral
REV02163,USER03805,Good value for money.,191,2.43,AppStore,es,Desktop,Brazil,2020-11-30,negative
REV02164,USER01460,"Amazing experience, will recommend.",231,-0.69,AppStore,en,Desktop,Brazil,2023-11-21,neutral
REV02165,USER03494,Very satisfied with the quality.,168,1.62,Web,en,Mobile,Brazil,2022-10-22,neutral
REV02166,USER02602,"Not bad, could be better.",29,0.98,Amazon,es,Mobile,Brazil,2022-08-14,neutral
REV02167,USER02445,Completely disappointed.,49,1.19,Amazon,en,Mobile,US,2023-05-20,negative
REV02168,USER02673,Worst purchase ever!,299,-0.45,Twitter,es,Mobile,Germany,2021-11-12,positive
REV02169,USER04201,Worst purchase ever!,74,-0.42,AppStore,en,Mobile,UK,2020-05-22,positive
REV02170,USER00017,Exceeded expectations!,146,-0.91,AppStore,fr,Desktop,US,2020-04-02,neutral
REV02171,USER03192,"Not bad, could be better.",199,0.8,Amazon,es,Mobile,UK,2020-05-01,positive
REV02172,USER00393,Exceeded expectations!,251,-1.64,Twitter,fr,Desktop,UK,2021-12-25,positive
REV02173,USER00425,Very satisfied with the quality.,112,-0.16,Web,en,Desktop,US,2021-01-28,positive
REV02174,USER00572,Terrible service. Never coming back.,27,1.63,Web,en,Desktop,Germany,2022-06-03,negative
REV02175,USER03632,Completely disappointed.,266,0.59,AppStore,en,Mobile,US,2023-07-03,neutral
REV02176,USER01121,"It was okay, nothing special.",215,1.0,Twitter,de,Mobile,India,2020-09-06,positive
REV02177,USER00242,Good value for money.,182,-1.64,Twitter,en,Desktop,Brazil,2022-04-05,positive
REV02178,USER03898,Good value for money.,59,-0.99,Web,en,Tablet,US,2023-06-07,negative
REV02179,USER04096,Terrible service. Never coming back.,273,1.18,AppStore,en,Mobile,US,2021-04-13,negative
REV02180,USER02280,"Not bad, could be better.",104,0.13,Amazon,es,Tablet,India,2021-05-06,positive
REV02181,USER00789,Completely disappointed.,291,-1.04,Twitter,fr,Mobile,Brazil,2021-04-09,neutral
REV02182,USER00715,Very satisfied with the quality.,97,0.63,Amazon,fr,Desktop,UK,2023-10-29,negative
REV02183,USER04855,Great product! Really loved it.,232,-0.53,AppStore,en,Mobile,India,2020-04-17,positive
REV02184,USER02850,Exceeded expectations!,274,2.54,Web,de,Desktop,Germany,2022-12-21,positive
REV02185,USER00776,Terrible service. Never coming back.,110,0.6,Twitter,en,Desktop,US,2020-02-26,positive
REV02186,USER04027,Great product! Really loved it.,212,-0.92,Amazon,fr,Desktop,US,2022-02-01,neutral
REV02187,USER02248,Exceeded expectations!,272,0.88,Twitter,en,Desktop,India,2022-08-16,positive
REV02188,USER00079,Terrible service. Never coming back.,297,1.61,Twitter,en,Mobile,US,2020-05-11,positive
REV02189,USER03927,Good value for money.,162,-0.01,Twitter,en,Mobile,Brazil,2023-01-06,positive
REV02190,USER00856,Good value for money.,263,-0.77,AppStore,en,Mobile,Brazil,2022-05-21,negative
REV02191,USER02149,Worst purchase ever!,231,0.04,Amazon,en,Mobile,India,2023-12-12,positive
REV02192,USER01032,Exceeded expectations!,214,-0.61,Twitter,en,Mobile,India,2022-04-25,negative
REV02193,USER04941,"It was okay, nothing special.",289,-0.26,Amazon,en,Mobile,India,2022-09-22,positive
REV02194,USER03272,Very satisfied with the quality.,38,-1.39,AppStore,en,Desktop,Germany,2023-03-31,neutral
REV02195,USER03577,"Amazing experience, will recommend.",59,0.88,Twitter,en,Desktop,US,2022-08-23,negative
REV02196,USER04183,"Not bad, could be better.",117,-1.15,Twitter,fr,Mobile,UK,2021-06-30,positive
REV02197,USER03457,"Not bad, could be better.",23,0.61,Twitter,de,Desktop,UK,2021-06-10,positive
REV02198,USER03507,Exceeded expectations!,52,-0.3,Amazon,de,Mobile,UK,2022-03-29,positive
REV02199,USER00408,Terrible service. Never coming back.,184,0.22,Amazon,en,Mobile,India,2022-11-09,negative
REV02200,USER02712,Terrible service. Never coming back.,46,-0.47,Twitter,es,Desktop,Germany,2021-04-20,negative
REV02201,USER03089,"Amazing experience, will recommend.",192,0.2,Amazon,fr,Mobile,Germany,2022-10-07,neutral
REV02202,USER01669,Very satisfied with the quality.,132,0.43,Amazon,en,Mobile,UK,2022-11-27,positive
REV02203,USER00148,Completely disappointed.,114,-0.35,Twitter,en,Mobile,UK,2023-05-24,positive
REV02204,USER04328,Very satisfied with the quality.,252,-1.73,Twitter,en,Desktop,Germany,2020-01-10,negative
REV02205,USER03898,Completely disappointed.,153,0.34,Web,en,Mobile,India,2020-04-09,negative
REV02206,USER01951,"Amazing experience, will recommend.",143,0.39,Web,fr,Mobile,India,2024-01-01,negative
REV02207,USER00366,Completely disappointed.,135,-1.43,Twitter,en,Mobile,UK,2023-11-17,positive
REV02208,USER01675,"It was okay, nothing special.",32,-0.98,AppStore,en,Desktop,Brazil,2021-12-26,neutral
REV02209,USER04532,Worst purchase ever!,184,-0.35,Twitter,en,Mobile,India,2020-04-10,positive
REV02210,USER04495,Very satisfied with the quality.,227,-2.29,Twitter,en,Mobile,Brazil,2023-10-18,positive
REV02211,USER02547,Completely disappointed.,104,0.71,Twitter,es,Mobile,US,2023-07-27,positive
REV02212,USER00563,Good value for money.,267,-0.49,Twitter,en,Mobile,India,2022-10-24,positive
REV02213,USER03563,"It was okay, nothing special.",75,0.29,Twitter,en,Mobile,Brazil,2020-05-30,neutral
REV02214,USER02490,Very satisfied with the quality.,191,-1.06,Twitter,en,Mobile,US,2020-02-11,positive
REV02215,USER00773,Completely disappointed.,160,2.02,Twitter,en,Tablet,US,2023-10-31,positive
REV02216,USER02038,Good value for money.,151,-1.42,Twitter,de,Mobile,UK,2022-08-19,positive
REV02217,USER03424,"Amazing experience, will recommend.",220,-0.5,Web,de,Mobile,Brazil,2020-01-19,positive
REV02218,USER02568,"Amazing experience, will recommend.",198,1.2,Web,en,Tablet,UK,2022-07-04,neutral
REV02219,USER01574,Exceeded expectations!,48,-1.15,Web,en,Mobile,US,2023-12-06,neutral
REV02220,USER03695,"Not bad, could be better.",55,0.09,AppStore,en,Desktop,India,2023-06-13,positive
REV02221,USER03292,Great product! Really loved it.,128,0.63,Amazon,en,Mobile,India,2021-05-19,positive
REV02222,USER01247,Good value for money.,165,-1.51,AppStore,en,Tablet,India,2022-10-27,neutral
REV02223,USER03720,Exceeded expectations!,295,-0.67,AppStore,en,Tablet,Brazil,2020-05-03,negative
REV02224,USER03840,"It was okay, nothing special.",165,0.19,Twitter,es,Mobile,Germany,2021-05-27,negative
REV02225,USER00360,Completely disappointed.,187,0.45,Web,en,Mobile,UK,2023-11-19,negative
REV02226,USER02377,Very satisfied with the quality.,276,-0.82,Twitter,de,Mobile,Germany,2021-11-30,negative
REV02227,USER03010,Terrible service. Never coming back.,294,1.84,Twitter,en,Tablet,Germany,2021-11-01,positive
REV02228,USER02994,Good value for money.,106,0.48,Web,en,Mobile,US,2022-11-19,negative
REV02229,USER00963,Great product! Really loved it.,173,0.78,Twitter,en,Tablet,UK,2020-03-17,negative
REV02230,USER03633,Terrible service. Never coming back.,117,0.72,Amazon,en,Desktop,US,2022-07-08,neutral
REV02231,USER01828,Worst purchase ever!,230,-1.56,Amazon,en,Mobile,Germany,2021-06-13,positive
REV02232,USER01614,Great product! Really loved it.,67,-0.11,AppStore,de,Desktop,US,2020-07-04,positive
REV02233,USER01641,Exceeded expectations!,293,-0.02,Web,en,Mobile,US,2021-05-17,positive
REV02234,USER02217,Great product! Really loved it.,213,-0.25,Amazon,en,Mobile,Brazil,2022-02-23,negative
REV02235,USER04313,Completely disappointed.,271,0.21,AppStore,de,Mobile,UK,2020-10-28,negative
REV02236,USER00378,Very satisfied with the quality.,281,-2.11,Twitter,en,Mobile,UK,2020-04-21,positive
REV02237,USER04215,"It was okay, nothing special.",281,0.13,AppStore,en,Mobile,Germany,2020-01-19,negative
REV02238,USER04286,Terrible service. Never coming back.,50,-0.3,AppStore,es,Mobile,India,2022-11-01,negative
REV02239,USER00370,Great product! Really loved it.,124,-2.12,Amazon,en,Desktop,US,2023-05-26,positive
REV02240,USER02197,Completely disappointed.,188,0.42,AppStore,en,Desktop,UK,2023-09-23,positive
REV02241,USER03748,"Amazing experience, will recommend.",255,-1.18,Web,en,Tablet,India,2020-11-01,neutral
REV02242,USER00652,Great product! Really loved it.,293,-0.38,Twitter,en,Desktop,UK,2022-09-28,negative
REV02243,USER00770,Great product! Really loved it.,249,-0.25,Web,en,Desktop,Germany,2022-08-19,negative
REV02244,USER02422,"Not bad, could be better.",42,-1.85,Twitter,de,Mobile,US,2021-02-07,neutral
REV02245,USER00781,Terrible service. Never coming back.,183,-1.73,Web,en,Mobile,Brazil,2021-06-01,positive
REV02246,USER01717,"Not bad, could be better.",26,0.55,Twitter,en,Mobile,Germany,2023-11-15,positive
REV02247,USER03984,"Not bad, could be better.",229,-0.6,Web,en,Mobile,Germany,2020-12-17,positive
REV02248,USER01312,Very satisfied with the quality.,272,-0.39,Twitter,es,Desktop,Germany,2020-11-06,positive
REV02249,USER03360,Completely disappointed.,152,0.07,Amazon,es,Desktop,India,2021-04-25,neutral
REV02250,USER00523,"Not bad, could be better.",293,-1.76,AppStore,en,Tablet,Germany,2023-02-21,positive
REV02251,USER00522,Great product! Really loved it.,125,-0.41,AppStore,fr,Mobile,Brazil,2022-05-26,positive
REV02252,USER04879,Exceeded expectations!,251,-0.11,AppStore,en,Desktop,US,2022-05-22,positive
REV02253,USER02321,Exceeded expectations!,52,1.76,AppStore,en,Desktop,UK,2021-06-10,neutral
REV02254,USER00936,"Amazing experience, will recommend.",98,-0.92,Twitter,fr,Mobile,India,2022-05-12,negative
REV02255,USER02231,Exceeded expectations!,54,0.79,Web,en,Mobile,Germany,2023-12-02,negative
REV02256,USER04041,"Amazing experience, will recommend.",129,-0.0,Web,fr,Tablet,UK,2020-10-11,positive
REV02257,USER04584,Exceeded expectations!,82,-1.14,Amazon,en,Mobile,Germany,2020-07-17,positive
REV02258,USER04942,Worst purchase ever!,197,-0.63,AppStore,de,Desktop,US,2020-04-02,neutral
REV02259,USER03698,"Amazing experience, will recommend.",251,0.87,AppStore,en,Tablet,Brazil,2021-07-02,negative
REV02260,USER02838,Good value for money.,123,0.78,Amazon,de,Mobile,Brazil,2020-04-04,positive
REV02261,USER04084,Terrible service. Never coming back.,54,-0.52,AppStore,en,Mobile,India,2021-02-06,negative
REV02262,USER02462,Terrible service. Never coming back.,213,0.34,Amazon,en,Desktop,UK,2020-03-11,positive
REV02263,USER03244,Terrible service. Never coming back.,193,-1.04,AppStore,en,Desktop,UK,2022-01-28,positive
REV02264,USER03360,Completely disappointed.,121,-0.18,Web,de,Mobile,Brazil,2020-12-20,negative
REV02265,USER00686,Very satisfied with the quality.,104,-0.43,Amazon,en,Mobile,US,2022-09-15,positive
REV02266,USER02161,"It was okay, nothing special.",220,0.93,Web,en,Mobile,India,2021-07-20,neutral
REV02267,USER03989,Very satisfied with the quality.,192,0.46,AppStore,es,Desktop,Germany,2022-08-30,negative
REV02268,USER04067,"Amazing experience, will recommend.",48,-0.68,Web,en,Mobile,India,2022-03-17,neutral
REV02269,USER01568,Very satisfied with the quality.,75,-0.58,Web,en,Mobile,Brazil,2023-07-28,positive
REV02270,USER00039,Exceeded expectations!,35,-0.03,Twitter,es,Desktop,Germany,2020-04-07,negative
REV02271,USER02545,"Amazing experience, will recommend.",159,-0.16,AppStore,en,Mobile,India,2023-01-11,negative
REV02272,USER04876,Very satisfied with the quality.,85,-0.28,Twitter,fr,Tablet,US,2020-09-16,negative
REV02273,USER01257,Very satisfied with the quality.,166,-0.35,Amazon,en,Tablet,UK,2023-05-24,negative
REV02274,USER02991,"Not bad, could be better.",177,1.38,Twitter,en,Mobile,Germany,2020-08-22,negative
REV02275,USER02197,Worst purchase ever!,88,-0.45,AppStore,en,Mobile,India,2020-11-17,positive
REV02276,USER03469,Completely disappointed.,42,0.3,Twitter,es,Mobile,US,2022-06-16,neutral
REV02277,USER02709,"Amazing experience, will recommend.",209,2.42,Twitter,fr,Mobile,India,2021-02-01,positive
REV02278,USER00302,"It was okay, nothing special.",267,-0.85,AppStore,en,Desktop,Germany,2021-11-20,neutral
REV02279,USER00647,Terrible service. Never coming back.,164,0.19,Web,en,Mobile,US,2023-06-24,neutral
REV02280,USER04759,Great product! Really loved it.,196,0.24,Amazon,en,Mobile,UK,2020-08-07,negative
REV02281,USER01760,Good value for money.,214,-0.01,Twitter,es,Mobile,US,2022-07-23,neutral
REV02282,USER04352,Very satisfied with the quality.,32,0.04,AppStore,en,Mobile,India,2021-10-23,negative
REV02283,USER00598,Terrible service. Never coming back.,185,-0.88,Twitter,en,Mobile,India,2022-03-20,neutral
REV02284,USER00662,Exceeded expectations!,169,0.36,Amazon,es,Desktop,India,2022-01-11,positive
REV02285,USER04331,Good value for money.,64,-1.84,Amazon,fr,Mobile,India,2023-06-21,positive
REV02286,USER01369,Worst purchase ever!,193,1.8,Amazon,en,Mobile,India,2022-09-17,negative
REV02287,USER02582,Terrible service. Never coming back.,186,1.71,Twitter,es,Desktop,Brazil,2021-03-16,positive
REV02288,USER03869,"Not bad, could be better.",216,-0.33,Web,fr,Desktop,US,2021-12-18,negative
REV02289,USER03538,Terrible service. Never coming back.,225,1.05,Web,de,Mobile,US,2023-07-12,positive
REV02290,USER04866,Worst purchase ever!,101,-0.29,Web,en,Mobile,US,2022-05-05,neutral
REV02291,USER04309,Terrible service. Never coming back.,87,0.01,AppStore,en,Mobile,US,2020-01-29,negative
REV02292,USER04559,Very satisfied with the quality.,116,-0.68,Web,de,Mobile,Germany,2022-08-22,positive
REV02293,USER00283,Terrible service. Never coming back.,186,0.82,Web,en,Desktop,India,2021-03-01,positive
REV02294,USER03679,"Not bad, could be better.",96,-0.58,Amazon,en,Mobile,Brazil,2022-04-07,negative
REV02295,USER01487,Completely disappointed.,256,0.79,AppStore,en,Desktop,Germany,2021-02-26,neutral
REV02296,USER04083,Worst purchase ever!,215,-0.04,Amazon,en,Tablet,US,2021-03-31,positive
REV02297,USER04184,"Not bad, could be better.",155,-0.02,Twitter,en,Desktop,US,2023-09-01,positive
REV02298,USER00461,"Amazing experience, will recommend.",55,-1.49,Twitter,de,Mobile,Brazil,2021-10-09,neutral
REV02299,USER02326,Terrible service. Never coming back.,267,0.06,Amazon,en,Mobile,US,2020-04-15,neutral
REV02300,USER03755,"It was okay, nothing special.",273,-1.15,AppStore,en,Mobile,US,2020-05-28,positive
REV02301,USER02469,Terrible service. Never coming back.,233,0.06,Web,en,Desktop,US,2021-11-26,positive
REV02302,USER01725,Worst purchase ever!,271,1.94,Web,en,Mobile,US,2023-08-19,negative
REV02303,USER01377,Good value for money.,89,-1.39,AppStore,en,Mobile,Germany,2022-02-15,negative
REV02304,USER02744,"Not bad, could be better.",253,-0.15,Web,de,Mobile,Germany,2020-03-18,negative
REV02305,USER00515,"It was okay, nothing special.",35,-0.64,Web,en,Mobile,Germany,2022-06-15,positive
REV02306,USER00703,"Amazing experience, will recommend.",193,-1.04,Amazon,en,Desktop,US,2022-04-02,positive
REV02307,USER01654,Exceeded expectations!,206,-0.79,Twitter,es,Desktop,UK,2023-08-03,negative
REV02308,USER02067,"Amazing experience, will recommend.",244,1.47,AppStore,en,Tablet,Germany,2022-09-25,positive
REV02309,USER00023,"Not bad, could be better.",293,1.74,AppStore,es,Desktop,India,2020-03-31,positive
REV02310,USER02461,Good value for money.,31,-1.05,Web,en,Mobile,India,2021-01-29,negative
REV02311,USER01305,"Not bad, could be better.",238,0.4,Web,es,Mobile,UK,2020-11-17,positive
REV02312,USER03301,Great product! Really loved it.,20,-0.92,Twitter,en,Mobile,Brazil,2021-03-19,negative
REV02313,USER00362,"It was okay, nothing special.",130,-0.68,AppStore,fr,Mobile,India,2020-01-31,negative
REV02314,USER03728,Good value for money.,296,-2.05,Amazon,en,Mobile,Brazil,2023-04-16,positive
REV02315,USER01285,"It was okay, nothing special.",148,2.13,Twitter,en,Tablet,India,2023-09-01,negative
REV02316,USER00515,"Not bad, could be better.",112,1.1,Amazon,en,Desktop,UK,2022-09-10,negative
REV02317,USER00449,Completely disappointed.,58,-0.65,Twitter,en,Desktop,Germany,2022-06-17,positive
REV02318,USER01856,"It was okay, nothing special.",178,0.28,Amazon,de,Mobile,Brazil,2022-08-11,negative
REV02319,USER04970,Great product! Really loved it.,205,-0.4,Amazon,en,Mobile,Brazil,2022-12-27,positive
REV02320,USER03563,Very satisfied with the quality.,275,0.95,Amazon,en,Tablet,UK,2021-06-25,positive
REV02321,USER02521,Good value for money.,258,-0.34,AppStore,en,Desktop,Brazil,2022-12-26,positive
REV02322,USER03082,Great product! Really loved it.,123,-0.19,Web,de,Mobile,India,2020-07-04,negative
REV02323,USER01429,Great product! Really loved it.,48,-0.66,AppStore,en,Mobile,Germany,2020-03-17,negative
REV02324,USER03968,Exceeded expectations!,108,0.6,Amazon,en,Mobile,US,2020-06-29,positive
REV02325,USER00923,Completely disappointed.,70,2.21,Web,en,Desktop,UK,2021-06-09,neutral
REV02326,USER03138,Terrible service. Never coming back.,166,-0.28,Amazon,de,Mobile,Brazil,2020-05-17,positive
REV02327,USER02160,Completely disappointed.,55,-0.3,Twitter,en,Mobile,Brazil,2021-12-03,positive
REV02328,USER02548,Worst purchase ever!,120,-0.03,Web,en,Desktop,Brazil,2021-07-26,positive
REV02329,USER02980,Exceeded expectations!,126,0.26,AppStore,en,Desktop,Brazil,2020-06-22,positive
REV02330,USER02282,"Not bad, could be better.",124,-0.3,Amazon,en,Mobile,UK,2020-10-19,neutral
REV02331,USER02650,"Not bad, could be better.",240,-0.39,Web,en,Mobile,India,2022-02-27,negative
REV02332,USER00314,"Amazing experience, will recommend.",95,0.08,AppStore,en,Desktop,India,2023-11-11,negative
REV02333,USER02614,Terrible service. Never coming back.,246,-1.75,Twitter,es,Mobile,Germany,2023-11-27,positive
REV02334,USER03084,Worst purchase ever!,103,-0.55,Amazon,fr,Mobile,Germany,2020-07-25,positive
REV02335,USER02257,"It was okay, nothing special.",95,-2.0,AppStore,es,Tablet,US,2020-09-10,neutral
REV02336,USER01038,Completely disappointed.,268,-0.49,Web,en,Desktop,India,2022-03-02,positive
REV02337,USER03490,Good value for money.,274,-0.95,Twitter,es,Mobile,UK,2022-08-26,positive
REV02338,USER02635,Great product! Really loved it.,69,0.63,Amazon,en,Desktop,India,2023-09-15,positive
REV02339,USER03984,"It was okay, nothing special.",229,-0.74,AppStore,en,Mobile,India,2023-10-07,positive
REV02340,USER01779,"Amazing experience, will recommend.",177,-0.37,Twitter,en,Tablet,Germany,2021-02-27,negative
REV02341,USER03896,Completely disappointed.,252,-2.15,Twitter,en,Tablet,Brazil,2023-03-04,positive
REV02342,USER01125,Good value for money.,96,1.02,AppStore,en,Desktop,Brazil,2021-07-11,neutral
REV02343,USER00698,"Amazing experience, will recommend.",242,-1.09,Amazon,en,Desktop,India,2021-01-04,positive
REV02344,USER02180,Great product! Really loved it.,140,-0.48,AppStore,en,Desktop,India,2020-05-05,positive
REV02345,USER01405,Exceeded expectations!,126,0.78,Twitter,en,Desktop,India,2023-11-23,neutral
REV02346,USER01044,Terrible service. Never coming back.,260,0.78,Twitter,en,Mobile,India,2021-12-25,negative
REV02347,USER01930,Exceeded expectations!,47,-1.11,Web,de,Mobile,Germany,2023-01-02,negative
REV02348,USER01014,Good value for money.,211,0.53,Amazon,de,Mobile,India,2020-03-27,positive
REV02349,USER00227,Exceeded expectations!,268,-1.15,AppStore,de,Mobile,India,2020-08-28,positive
REV02350,USER01829,Good value for money.,232,0.23,Amazon,fr,Mobile,US,2023-06-27,neutral
REV02351,USER04918,Worst purchase ever!,40,-0.78,Amazon,de,Mobile,US,2021-12-10,negative
REV02352,USER02024,Worst purchase ever!,174,-1.02,Twitter,es,Desktop,India,2020-01-22,positive
REV02353,USER04967,Very satisfied with the quality.,46,0.04,Web,de,Mobile,Brazil,2020-01-28,positive
REV02354,USER02453,Very satisfied with the quality.,96,-0.72,AppStore,en,Mobile,UK,2024-01-01,positive
REV02355,USER02086,Exceeded expectations!,76,2.02,AppStore,fr,Mobile,US,2020-01-19,neutral
REV02356,USER04284,"Not bad, could be better.",138,-0.62,Web,en,Mobile,India,2023-02-10,negative
REV02357,USER01081,Exceeded expectations!,184,-1.19,Web,en,Desktop,US,2023-04-14,negative
REV02358,USER02321,Exceeded expectations!,83,-0.9,Twitter,de,Mobile,India,2020-07-25,negative
REV02359,USER03191,"Not bad, could be better.",67,-0.02,Twitter,en,Mobile,Brazil,2022-07-16,neutral
REV02360,USER02631,Terrible service. Never coming back.,169,0.11,AppStore,en,Desktop,Brazil,2021-10-23,negative
REV02361,USER02564,Completely disappointed.,177,0.31,Web,en,Mobile,US,2020-10-28,positive
REV02362,USER03293,"Not bad, could be better.",175,0.91,Amazon,es,Mobile,UK,2022-05-02,positive
REV02363,USER04622,Good value for money.,170,-1.67,Amazon,es,Mobile,UK,2021-12-23,negative
REV02364,USER03587,Completely disappointed.,244,0.96,Web,en,Mobile,UK,2021-05-25,positive
REV02365,USER04432,Great product! Really loved it.,279,-0.91,AppStore,en,Desktop,UK,2021-10-14,negative
REV02366,USER02948,Terrible service. Never coming back.,275,0.4,Amazon,de,Mobile,Germany,2020-10-04,positive
REV02367,USER03960,Great product! Really loved it.,80,1.72,Amazon,es,Mobile,India,2020-05-17,positive
REV02368,USER02814,Very satisfied with the quality.,279,-0.8,Web,en,Mobile,Brazil,2020-12-31,positive
REV02369,USER02584,"It was okay, nothing special.",181,-0.84,Twitter,fr,Mobile,UK,2021-05-19,positive
REV02370,USER00162,Worst purchase ever!,50,-1.02,Amazon,en,Mobile,Germany,2022-12-03,positive
REV02371,USER00594,Great product! Really loved it.,90,-0.34,Twitter,en,Mobile,India,2020-10-06,positive
