employee_id,age,gender,marital_status,department,job_role,education_level,monthly_income,total_working_years,years_at_company,years_in_current_role,num_companies_worked,overtime,job_satisfaction,work_life_balance,distance_from_home,training_times_last_year,performance_rating,attrition
EMP02051,55,Female,Single,Engineering,Manager,3,4649.69,21,7,2,2,0,2,2,35.9,5,3,0
EMP02052,31,Male,Divorced,R&D,Executive,4,4702.82,17,1,11,4,0,3,3,0.1,5,3,0
EMP02053,46,Male,Single,Sales,Sales Rep,4,5638.76,2,14,11,2,0,2,3,3.6,5,4,0
EMP02054,23,Male,Divorced,R&D,Manager,5,4501.17,34,2,2,0,1,4,3,1.5,5,4,1
EMP02055,32,Male,Divorced,Engineering,Manager,5,3752.37,22,19,4,3,0,2,3,1.7,2,2,0
EMP02056,52,Male,Divorced,R&D,Executive,3,4369.39,6,13,12,4,0,4,2,13.6,5,4,0
EMP02057,36,Male,Single,R&D,Developer,3,4672.25,25,1,3,4,0,3,3,3.1,4,3,0
EMP02058,30,Female,Married,Sales,Developer,3,4150.26,2,4,0,3,0,2,3,5.0,1,3,0
EMP02059,44,Female,Single,R&D,Analyst,2,2584.36,17,8,0,1,0,3,4,9.2,4,3,0
EMP02060,40,Male,Single,Engineering,Executive,5,2720.65,9,7,4,3,0,2,3,15.3,3,3,1
EMP02061,30,Male,Single,HR,Developer,3,2065.99,20,1,3,1,0,3,3,3.4,0,3,0
EMP02062,56,Female,Married,HR,Manager,2,5254.28,15,3,7,2,0,3,3,17.7,0,2,0
EMP02063,42,Male,Single,Support,Developer,2,5676.85,26,19,1,3,0,3,3,7.7,3,4,0
EMP02064,30,Female,Divorced,HR,Developer,3,3738.99,25,17,7,2,0,3,3,12.3,2,4,0
EMP02065,49,Female,Married,Sales,Manager,4,5727.94,31,1,5,2,0,4,3,11.8,4,3,0
EMP02066,28,Male,Single,Support,Executive,4,4423.32,30,11,9,2,0,1,4,22.5,4,4,0
EMP02067,37,Male,Single,HR,Analyst,3,4779.94,10,5,8,3,0,2,1,17.2,3,3,0
EMP02068,37,Male,Married,HR,Developer,3,3043.4,21,1,10,1,0,3,2,20.8,3,2,1
EMP02069,54,Male,Single,Support,Developer,5,6870.2,24,11,5,0,1,3,3,11.2,1,4,0
EMP02070,25,Male,Married,Sales,Developer,2,7392.46,34,2,6,1,1,2,3,1.3,5,3,0
EMP02071,25,Female,Divorced,Support,Executive,5,5485.19,28,14,7,1,1,4,2,1.7,2,3,0
EMP02072,38,Male,Single,Sales,Manager,5,3860.36,24,18,12,3,0,3,4,17.3,4,4,1
EMP02073,58,Female,Single,Sales,Manager,4,5142.38,29,18,0,2,0,3,3,9.9,3,4,0
EMP02074,50,Female,Divorced,Engineering,Manager,5,3836.83,17,16,13,0,0,4,3,0.3,2,4,0
EMP02075,57,Male,Single,HR,Manager,2,2992.14,24,13,10,2,0,4,2,1.7,1,3,0
EMP02076,59,Male,Single,HR,Manager,5,6055.24,17,1,10,0,0,2,3,21.0,1,4,0
EMP02077,58,Male,Married,R&D,Manager,3,3505.84,6,13,6,1,0,3,3,8.3,2,3,1
EMP02078,56,Male,Single,Support,Developer,3,3724.3,31,3,14,1,0,4,3,1.2,2,3,0
EMP02079,28,Female,Divorced,Engineering,Developer,3,1673.02,20,13,6,2,1,1,3,0.6,3,3,0
EMP02080,48,Male,Single,HR,Manager,3,6595.19,2,10,12,2,0,2,2,74.7,5,3,0
EMP02081,49,Female,Married,R&D,Manager,3,7261.44,18,11,2,2,0,2,3,3.5,3,3,0
EMP02082,43,Male,Divorced,Engineering,Executive,4,6104.08,22,12,6,3,0,2,3,10.8,4,4,0
EMP02083,35,Male,Divorced,Sales,Executive,4,6217.33,26,10,10,1,0,3,4,4.0,5,3,0
EMP02084,28,Female,Divorced,HR,Sales Rep,5,2991.32,12,16,13,4,1,3,3,14.4,0,3,0
EMP02085,58,Female,Divorced,Support,Developer,3,4608.2,6,3,12,1,0,3,3,24.0,3,2,0
EMP02086,43,Male,Married,Engineering,Manager,3,6091.6,17,15,13,1,0,1,4,6.4,1,3,0
EMP02087,26,Male,Married,R&D,Developer,5,3538.57,14,5,3,3,0,4,2,23.7,1,3,0
EMP02088,23,Female,Married,Support,Sales Rep,5,4388.54,10,5,5,1,0,2,4,3.5,1,3,0
EMP02089,48,Male,Married,Sales,Executive,4,2548.74,26,17,1,1,1,3,4,11.4,5,4,0
EMP02090,42,Male,Single,Support,Sales Rep,4,4546.27,3,19,3,2,1,1,3,1.8,2,3,0
EMP02091,59,Female,Married,R&D,Analyst,3,4726.72,15,6,9,5,0,3,1,2.9,1,3,1
EMP02092,36,Male,Single,Sales,Executive,3,5753.62,16,14,9,3,1,2,4,17.1,2,3,0
EMP02093,42,Female,Divorced,R&D,Developer,4,2508.6,14,8,12,2,0,2,3,27.6,4,3,0
EMP02094,31,Female,Single,HR,Executive,4,2488.6,13,4,3,3,0,4,2,12.8,5,3,0
EMP02095,44,Female,Single,R&D,Sales Rep,3,6846.96,27,1,14,0,0,3,3,1.7,4,2,0
EMP02096,26,Female,Single,Support,Manager,1,6609.39,8,1,13,4,1,4,3,0.2,4,1,0
EMP02097,22,Female,Married,HR,Sales Rep,3,4032.94,23,7,4,0,1,3,2,0.9,4,4,0
EMP02098,34,Female,Married,HR,Sales Rep,4,7290.02,11,7,5,3,0,3,3,4.0,1,3,0
EMP02099,42,Female,Divorced,Engineering,Manager,3,5249.43,5,4,3,4,1,4,3,4.0,3,3,0
EMP02100,47,Male,Married,Support,Developer,4,6706.23,5,17,10,5,0,3,3,0.4,4,3,0
EMP02101,42,Male,Single,Support,Developer,3,4564.34,25,15,5,1,0,1,4,43.0,5,3,0
EMP02102,39,Female,Married,Sales,Executive,3,5468.1,18,10,8,1,0,3,3,8.0,3,2,0
EMP02103,58,Female,Married,R&D,Sales Rep,2,4488.59,24,13,11,1,1,2,3,0.5,5,3,0
EMP02104,53,Male,Single,R&D,Executive,5,7506.18,9,7,3,4,1,4,3,11.3,4,3,0
EMP02105,57,Female,Divorced,Support,Manager,3,4755.5,11,19,14,5,0,1,2,20.1,2,3,1
EMP02106,38,Male,Married,R&D,Analyst,3,4870.79,14,9,10,2,0,4,2,3.0,1,2,1
EMP02107,56,Female,Divorced,Support,Developer,3,2577.09,9,10,6,4,1,2,3,16.1,4,3,0
EMP02108,32,Female,Single,HR,Manager,3,4817.69,5,18,10,3,1,2,4,21.7,3,3,0
EMP02109,42,Female,Married,R&D,Developer,2,7612.48,27,17,6,4,1,2,4,1.5,0,3,0
EMP02110,47,Male,Divorced,R&D,Executive,3,7031.49,11,17,7,0,0,2,4,5.3,2,2,0
EMP02111,25,Female,Divorced,Support,Analyst,3,4726.02,28,18,1,1,1,2,3,1.0,3,4,0
EMP02112,55,Male,Single,Support,Sales Rep,3,4862.24,9,6,0,7,0,2,3,0.2,4,3,0
EMP02113,39,Male,Married,Sales,Developer,2,3131.85,13,7,8,0,0,2,3,14.5,4,3,0
EMP02114,56,Male,Divorced,R&D,Sales Rep,4,5522.88,19,14,8,0,0,3,1,0.9,3,3,0
EMP02115,50,Female,Divorced,Engineering,Executive,3,5488.23,8,15,13,2,0,3,1,8.0,4,3,0
EMP02116,50,Male,Divorced,Support,Developer,5,5792.46,4,19,3,1,1,3,4,6.7,4,2,0
EMP02117,59,Male,Divorced,Engineering,Executive,3,2615.26,25,18,3,7,0,3,1,6.6,5,3,0
EMP02118,42,Female,Divorced,HR,Sales Rep,4,6739.9,7,10,12,3,1,4,3,22.4,3,4,0
EMP02119,34,Female,Divorced,HR,Executive,3,4655.65,27,6,9,1,0,2,3,8.8,5,4,0
EMP02120,38,Female,Divorced,Engineering,Executive,3,6843.32,23,18,10,4,1,3,1,31.5,3,3,0
EMP02121,30,Female,Divorced,HR,Executive,3,5305.81,29,19,2,3,1,1,4,13.4,1,3,0
EMP02122,22,Male,Divorced,Engineering,Manager,3,7143.91,10,15,2,1,0,4,3,6.5,0,4,0
EMP02123,23,Female,Divorced,Sales,Manager,4,5973.68,32,7,4,1,0,3,3,1.4,3,2,1
EMP02124,50,Female,Married,Sales,Developer,4,3742.78,23,17,4,0,1,4,3,8.9,3,3,0
EMP02125,54,Male,Single,HR,Executive,4,6230.6,24,7,3,1,1,4,4,11.8,1,3,0
EMP02126,31,Male,Single,Engineering,Executive,3,6526.07,21,12,12,1,1,2,3,30.3,4,4,1
EMP02127,42,Male,Single,Engineering,Executive,3,5315.33,29,9,4,1,1,3,3,3.6,0,3,0
EMP02128,49,Male,Divorced,Engineering,Manager,5,4578.32,27,18,2,2,0,3,3,62.4,2,4,0
EMP02129,32,Female,Single,HR,Sales Rep,4,6385.73,34,17,5,1,0,4,3,0.6,3,2,1
EMP02130,55,Female,Divorced,Engineering,Executive,3,6730.2,26,9,7,2,0,1,2,2.4,0,3,0
EMP02131,29,Female,Married,Support,Analyst,5,3032.26,15,0,5,0,0,4,3,36.4,2,3,0
EMP02132,43,Female,Single,Engineering,Developer,5,5202.3,6,4,12,2,0,2,3,5.3,0,3,0
EMP02133,29,Male,Married,Support,Manager,2,4704.92,25,2,6,3,0,3,2,43.2,1,3,0
EMP02134,36,Female,Married,Sales,Sales Rep,1,7843.82,18,8,7,2,1,4,4,45.0,2,3,1
EMP02135,38,Male,Divorced,Support,Analyst,1,3927.92,7,7,6,0,1,2,3,3.5,5,4,0
EMP02136,44,Female,Single,Sales,Executive,4,5832.87,2,15,9,5,1,1,3,6.4,2,3,0
EMP02137,45,Male,Married,HR,Manager,4,6039.01,34,9,14,1,0,1,3,2.3,0,3,0
EMP02138,40,Female,Single,Sales,Executive,4,5092.85,1,18,4,1,1,2,4,17.4,3,4,0
EMP02139,26,Male,Married,Sales,Developer,4,7071.92,2,13,14,2,1,3,3,1.5,2,3,0
EMP02140,53,Male,Married,Engineering,Manager,3,4858.0,4,4,5,2,1,4,3,1.8,3,3,0
EMP02141,22,Male,Divorced,R&D,Analyst,2,3165.57,28,5,5,3,0,3,3,16.4,1,4,0
EMP02142,44,Female,Single,Sales,Sales Rep,5,7202.77,23,7,8,3,1,4,3,15.1,1,3,1
EMP02143,58,Female,Divorced,Support,Sales Rep,5,4330.05,20,10,4,3,1,2,3,15.7,2,3,0
EMP02144,29,Male,Divorced,HR,Developer,3,5141.9,12,7,3,1,0,2,3,2.3,3,2,0
EMP02145,34,Female,Divorced,Support,Sales Rep,2,4765.92,32,12,1,2,1,3,2,12.6,1,4,0
EMP02146,29,Female,Divorced,HR,Sales Rep,3,3582.99,31,0,12,2,0,2,2,5.1,1,3,0
EMP02147,44,Female,Divorced,Support,Developer,1,3624.92,18,16,3,4,1,3,3,10.6,0,3,0
EMP02148,22,Female,Married,Sales,Analyst,2,2688.9,29,15,13,1,0,4,3,2.3,5,3,0
EMP02149,45,Male,Single,R&D,Manager,3,5778.42,34,8,1,0,1,3,2,25.0,0,4,0
EMP02150,56,Male,Single,Sales,Manager,3,6079.64,29,7,12,3,0,4,3,9.0,2,4,0
EMP02151,45,Female,Divorced,Engineering,Developer,4,5372.74,27,0,6,2,0,4,3,14.2,0,3,0
EMP02152,38,Female,Single,Support,Executive,5,5914.39,31,7,9,2,0,2,4,5.8,2,4,0
EMP02153,26,Female,Married,R&D,Developer,5,4803.4,34,4,5,1,0,3,2,19.1,4,3,0
EMP02154,41,Female,Divorced,Support,Developer,4,5302.69,17,17,5,0,0,3,4,4.9,5,3,0
EMP02155,42,Male,Married,Engineering,Developer,4,4957.87,20,6,0,1,0,3,3,3.5,5,3,0
EMP02156,52,Female,Married,Engineering,Developer,3,4892.17,31,17,2,5,0,3,3,40.4,0,3,0
EMP02157,57,Male,Divorced,Engineering,Sales Rep,2,3374.6,31,15,12,1,0,2,4,6.7,4,3,1
EMP02158,32,Other,Married,Sales,Sales Rep,4,6975.31,21,11,1,6,0,3,4,4.3,0,3,0
EMP02159,36,Male,Divorced,Sales,Analyst,3,4565.92,7,3,3,3,0,2,3,8.2,0,3,0
EMP02160,40,Female,Married,R&D,Developer,1,4305.09,32,12,8,1,0,2,4,17.4,2,3,1
EMP02161,28,Female,Single,Engineering,Manager,3,4156.81,12,10,10,1,1,2,2,7.3,4,2,0
EMP02162,49,Male,Single,Sales,Executive,2,4422.47,23,15,11,1,0,2,2,7.4,0,3,0
EMP02163,26,Male,Single,HR,Sales Rep,4,4437.93,6,11,7,2,0,2,3,7.4,3,3,0
EMP02164,26,Female,Divorced,HR,Manager,5,5294.2,32,13,0,1,0,3,2,6.7,3,3,0
EMP02165,51,Female,Married,Sales,Sales Rep,2,2474.95,15,15,12,1,0,3,2,12.0,0,3,0
EMP02166,53,Male,Married,R&D,Analyst,1,3709.39,26,19,11,1,1,2,4,18.0,0,3,0
EMP02167,29,Female,Single,Support,Executive,1,7230.89,20,17,6,1,0,3,3,9.7,5,3,0
EMP02168,31,Female,Single,Engineering,Sales Rep,5,7127.4,12,7,9,3,0,1,3,3.9,0,3,0
EMP02169,59,Male,Divorced,Sales,Executive,2,4608.77,26,2,13,2,0,4,3,16.4,4,3,1
EMP02170,53,Male,Divorced,R&D,Executive,3,8742.78,30,6,0,1,1,3,2,1.1,2,3,0
EMP02171,49,Female,Married,Support,Manager,2,6051.34,29,19,8,1,0,2,2,4.8,4,3,0
EMP02172,38,Female,Divorced,R&D,Sales Rep,3,7207.96,30,9,12,1,0,2,3,17.4,3,3,0
EMP02173,52,Female,Divorced,Support,Executive,4,5136.98,13,10,8,2,0,3,3,12.6,2,3,0
EMP02174,29,Female,Divorced,HR,Developer,3,4624.39,22,19,2,4,1,3,3,34.5,0,3,0
EMP02175,46,Male,Single,Support,Executive,4,6428.89,17,0,1,2,0,3,3,4.8,2,3,0
EMP02176,30,Male,Single,HR,Executive,4,6676.55,23,10,7,2,0,3,1,10.1,5,4,0
EMP02177,23,Male,Married,Engineering,Sales Rep,3,4592.11,25,4,5,0,1,3,3,15.8,5,4,0
EMP02178,36,Male,Divorced,Sales,Developer,4,5660.89,6,12,12,3,0,4,3,7.1,2,4,0
EMP02179,24,Female,Single,HR,Executive,4,593.02,26,15,14,5,0,3,3,3.5,3,3,0
EMP02180,57,Female,Divorced,R&D,Sales Rep,4,4024.88,21,10,2,0,0,2,3,1.2,1,3,0
EMP02181,25,Male,Married,Support,Sales Rep,4,7141.39,6,4,12,1,1,3,3,2.5,0,4,0
EMP02182,35,Male,Divorced,R&D,Executive,4,4197.69,22,5,4,3,0,2,4,0.6,4,3,0
EMP02183,46,Female,Married,HR,Analyst,2,4920.3,17,2,9,0,1,2,3,3.1,4,3,0
EMP02184,31,Female,Married,R&D,Analyst,5,4814.93,11,1,8,0,1,3,2,1.3,2,1,0
EMP02185,42,Female,Single,Support,Manager,3,3357.87,4,5,12,2,0,2,4,0.3,3,4,0
EMP02186,57,Female,Divorced,Sales,Analyst,3,4867.13,10,9,11,1,0,3,3,4.7,5,3,0
EMP02187,33,Female,Single,R&D,Analyst,3,4687.19,17,5,7,1,0,3,4,6.5,4,3,0
EMP02188,48,Female,Divorced,Engineering,Sales Rep,2,3626.1,18,1,9,1,0,3,3,8.9,3,3,0
EMP02189,23,Male,Divorced,Support,Sales Rep,3,4783.57,19,16,1,0,0,4,3,17.2,2,3,0
EMP02190,34,Male,Married,Support,Executive,2,3234.81,22,0,14,2,0,4,2,0.6,0,2,1
EMP02191,53,Male,Married,Engineering,Executive,5,4926.64,15,0,3,2,0,2,2,1.1,5,3,0
EMP02192,52,Female,Divorced,HR,Sales Rep,4,4889.23,19,5,9,1,0,4,2,5.1,2,4,0
EMP02193,37,Female,Single,Engineering,Executive,3,7959.12,25,16,12,3,1,3,3,9.3,3,3,0
EMP02194,53,Female,Married,HR,Sales Rep,3,3799.78,18,1,10,2,1,3,3,2.4,3,3,1
EMP02195,53,Male,Married,Sales,Analyst,2,6217.23,12,16,8,1,1,2,4,2.4,3,2,0
EMP02196,55,Male,Divorced,HR,Executive,4,2831.81,32,15,13,4,0,4,3,0.3,3,3,0
EMP02197,32,Male,Divorced,Sales,Analyst,3,8694.1,26,6,14,1,0,4,2,8.7,4,3,0
EMP02198,31,Male,Married,Sales,Manager,3,5594.57,26,3,14,3,0,3,3,8.3,5,4,0
EMP02199,36,Female,Single,Engineering,Executive,5,5359.0,28,12,7,0,1,2,4,7.2,1,3,0
EMP02200,38,Female,Married,Sales,Sales Rep,4,5918.6,25,19,2,3,1,1,4,27.6,2,3,0
EMP02201,39,Female,Divorced,HR,Sales Rep,2,5096.9,30,3,1,1,0,3,2,6.6,1,3,0
EMP02202,30,Female,Married,R&D,Manager,4,4379.35,14,4,3,2,0,2,4,16.3,2,4,0
EMP02203,46,Female,Divorced,Support,Sales Rep,4,3594.34,1,15,1,4,0,2,3,4.7,0,4,0
EMP02204,35,Female,Married,Support,Analyst,3,5303.92,33,8,9,0,0,2,3,14.5,2,3,0
EMP02205,46,Male,Divorced,HR,Sales Rep,2,6880.3,11,10,6,0,0,2,3,17.3,3,3,1
EMP02206,43,Female,Divorced,R&D,Manager,3,2199.59,21,11,9,5,0,4,3,0.4,1,3,0
EMP02207,51,Female,Single,Sales,Developer,4,8320.51,22,13,5,2,0,4,4,1.3,0,3,0
EMP02208,41,Female,Divorced,HR,Developer,2,3707.23,5,14,0,1,1,1,3,21.6,2,4,0
EMP02209,42,Male,Married,Sales,Analyst,2,5463.69,18,4,1,1,0,4,2,6.6,4,3,0
EMP02210,53,Male,Divorced,Engineering,Developer,4,3914.44,29,9,9,4,0,1,3,13.8,2,3,0
EMP02211,42,Male,Married,R&D,Sales Rep,3,4913.11,18,17,13,2,0,4,3,9.5,5,3,0
EMP02212,56,Female,Single,Support,Manager,5,5490.92,12,7,7,2,1,2,3,8.8,4,4,1
EMP02213,53,Male,Married,HR,Analyst,4,4733.23,21,7,9,3,1,3,2,1.3,5,3,1
EMP02214,51,Female,Single,Support,Developer,5,5267.62,30,3,11,0,0,2,3,0.2,1,2,1
EMP02215,33,Female,Single,Sales,Sales Rep,3,5165.06,15,18,7,1,0,3,1,9.2,3,2,0
EMP02216,39,Male,Divorced,Sales,Sales Rep,4,5844.94,28,10,12,6,1,3,3,40.6,3,1,0
EMP02217,42,Female,Single,Engineering,Executive,1,5743.12,4,5,5,2,0,1,3,9.9,1,3,0
EMP02218,34,Female,Married,Sales,Executive,3,1748.22,28,0,9,2,0,3,3,13.3,0,3,0
EMP02219,42,Male,Single,Sales,Manager,4,4498.74,30,4,9,1,0,3,2,0.6,1,3,1
EMP02220,29,Female,Single,Support,Analyst,4,7007.95,27,0,13,2,1,2,2,23.6,3,3,0
EMP02221,28,Male,Divorced,Support,Developer,3,6267.1,16,2,6,0,0,3,3,10.3,3,3,1
EMP02222,44,Male,Married,HR,Developer,3,3326.98,32,2,1,3,0,2,3,13.1,4,4,0
EMP02223,53,Female,Single,HR,Sales Rep,3,4442.36,12,2,0,0,1,3,4,20.4,1,3,0
EMP02224,32,Female,Divorced,Sales,Developer,2,4657.66,15,6,11,1,1,3,3,10.9,4,1,0
EMP02225,43,Other,Divorced,R&D,Manager,4,4633.23,19,0,10,3,1,3,3,1.4,4,4,0
EMP02226,43,Female,Married,HR,Executive,2,4757.96,18,9,5,4,0,3,3,8.4,2,4,0
EMP02227,46,Female,Divorced,Sales,Sales Rep,3,4234.68,26,19,12,1,1,1,2,1.9,3,4,0
EMP02228,43,Female,Single,Support,Analyst,4,3547.3,11,4,9,2,0,3,3,16.8,1,2,0
EMP02229,49,Female,Divorced,Engineering,Sales Rep,2,8190.37,30,15,10,3,0,2,3,4.5,5,2,1
EMP02230,50,Female,Married,Support,Developer,2,5273.42,28,15,2,1,1,2,4,1.1,5,3,0
EMP02231,34,Male,Married,Support,Manager,4,4676.1,23,3,0,3,1,3,3,6.3,1,3,0
EMP02232,39,Female,Divorced,Engineering,Analyst,3,6127.72,15,16,0,4,0,2,3,6.7,5,3,0
EMP02233,23,Male,Single,Support,Sales Rep,3,2661.26,11,12,14,1,0,2,3,28.6,4,3,0
EMP02234,50,Female,Divorced,HR,Developer,4,5820.34,21,2,13,2,1,1,3,0.9,1,2,0
EMP02235,42,Male,Married,Support,Sales Rep,3,2803.73,31,7,2,3,1,4,4,2.8,4,2,0
EMP02236,36,Female,Divorced,Engineering,Analyst,4,5543.5,15,1,9,1,1,2,4,17.0,5,3,0
EMP02237,48,Male,Divorced,Sales,Developer,5,3705.58,17,10,12,2,0,4,1,3.1,2,3,0
EMP02238,52,Male,Single,Sales,Executive,5,6051.14,25,3,6,4,1,3,4,26.1,4,4,1
EMP02239,36,Female,Divorced,Sales,Analyst,3,8986.19,24,7,1,2,0,3,2,4.3,5,3,0
EMP02240,44,Male,Single,Engineering,Executive,3,5231.02,33,12,3,2,1,3,4,17.8,2,2,0
EMP02241,45,Female,Divorced,Engineering,Executive,3,2758.5,4,3,3,1,0,3,1,10.7,3,3,0
EMP02242,34,Male,Divorced,HR,Developer,3,4023.86,1,1,11,3,0,3,3,3.1,2,3,0
EMP02243,43,Male,Single,Engineering,Sales Rep,3,5514.81,11,7,5,0,0,2,4,7.2,0,3,0
EMP02244,58,Male,Single,Sales,Sales Rep,1,6902.19,21,17,14,1,1,4,2,4.8,1,3,0
EMP02245,54,Female,Married,Engineering,Manager,2,3325.3,25,6,6,1,0,3,4,24.3,4,3,0
EMP02246,24,Male,Single,R&D,Analyst,4,7809.7,28,16,13,2,1,4,4,28.9,4,3,0
EMP02247,40,Female,Divorced,Support,Analyst,3,5949.33,6,13,1,1,1,4,3,58.8,4,3,0
EMP02248,44,Male,Married,HR,Developer,4,4983.85,6,6,0,3,0,2,3,21.0,2,3,0
EMP02249,50,Male,Single,Sales,Developer,3,6295.7,22,12,5,2,0,2,2,25.7,0,3,0
EMP02250,51,Male,Single,Sales,Manager,4,3100.02,15,1,2,0,0,3,2,10.1,3,3,1
EMP02251,46,Male,Married,R&D,Manager,4,3629.73,33,11,10,4,0,1,3,6.6,5,3,1
EMP02252,58,Female,Divorced,HR,Executive,3,2938.03,17,1,5,3,0,2,4,9.5,5,3,0
EMP02253,29,Female,Divorced,Support,Manager,3,8362.03,12,7,1,3,0,1,3,18.6,3,4,1
EMP02254,37,Female,Married,HR,Sales Rep,4,5019.76,31,17,9,1,0,2,3,13.9,3,3,0
EMP02255,29,Male,Divorced,HR,Executive,3,5274.74,34,1,12,1,0,2,4,0.9,3,4,0
EMP02256,22,Male,Single,Sales,Manager,2,6698.73,32,3,6,4,0,3,3,7.9,4,3,0
EMP02257,26,Male,Divorced,Engineering,Sales Rep,3,2863.24,23,16,14,1,0,4,4,5.1,3,4,0
EMP02258,24,Female,Single,Support,Sales Rep,3,3779.4,5,13,11,2,1,2,3,3.2,3,3,0
EMP02259,22,Male,Divorced,HR,Executive,3,5530.37,2,7,9,0,1,1,2,4.5,1,3,0
EMP02260,25,Female,Single,R&D,Executive,3,7529.93,31,3,12,1,0,4,3,4.3,0,3,0
EMP02261,56,Male,Married,Sales,Sales Rep,5,6330.86,12,15,7,3,1,3,3,1.9,3,3,0
EMP02262,53,Male,Single,Engineering,Developer,3,5534.34,20,8,4,0,0,3,3,7.2,5,2,0
EMP02263,55,Male,Divorced,Engineering,Executive,5,5387.34,14,17,13,1,1,1,3,38.8,5,3,0
EMP02264,46,Male,Single,Sales,Analyst,3,6688.94,11,17,14,1,0,2,3,3.3,0,4,0
EMP02265,31,Female,Divorced,HR,Developer,4,3553.04,31,12,8,0,0,3,3,2.3,2,3,0
EMP02266,42,Male,Divorced,Sales,Analyst,2,5448.77,33,10,5,3,0,2,3,10.7,1,4,1
EMP02267,48,Female,Single,Engineering,Manager,4,5704.27,26,1,11,3,1,4,2,2.8,0,3,0
EMP02268,48,Male,Divorced,Engineering,Executive,3,4604.25,2,1,2,4,0,3,3,12.7,3,2,0
EMP02269,23,Female,Married,R&D,Executive,4,4802.27,31,10,14,2,0,4,3,9.7,4,3,0
EMP02270,34,Male,Divorced,R&D,Sales Rep,3,2584.46,27,12,1,2,1,3,1,25.6,1,3,0
EMP02271,30,Female,Married,Engineering,Executive,2,4174.39,5,14,6,3,1,2,2,2.8,3,3,0
EMP02272,57,Female,Married,R&D,Analyst,3,1453.07,11,15,0,3,1,3,2,19.5,2,2,0
EMP02273,43,Female,Divorced,R&D,Developer,4,6008.93,28,15,14,3,1,2,2,12.4,5,4,0
EMP02274,47,Male,Married,R&D,Manager,2,5186.14,16,16,0,6,0,4,2,5.8,1,4,0
EMP02275,33,Female,Married,Engineering,Developer,4,4798.75,26,16,7,1,0,2,3,3.5,2,3,0
EMP02276,38,Male,Single,HR,Analyst,3,5388.1,24,6,12,1,1,3,3,2.8,5,4,0
EMP02277,35,Male,Married,HR,Manager,3,5451.95,4,8,5,1,0,4,3,5.8,0,4,0
EMP02278,35,Male,Married,Support,Sales Rep,4,4483.29,12,3,13,4,0,2,4,4.2,1,3,0
EMP02279,55,Male,Married,R&D,Executive,2,2907.06,18,14,2,2,0,3,3,9.4,3,2,0
EMP02280,41,Other,Married,HR,Executive,3,5747.07,14,10,8,2,0,3,3,5.2,0,3,0
EMP02281,32,Male,Married,Support,Sales Rep,3,3514.35,17,5,11,2,1,1,3,2.6,5,3,0
EMP02282,37,Female,Divorced,Sales,Analyst,2,5525.43,16,0,0,2,1,2,2,16.0,3,2,0
EMP02283,52,Female,Married,R&D,Sales Rep,2,6965.33,20,0,4,1,0,2,4,5.8,3,3,1
EMP02284,27,Female,Divorced,HR,Analyst,3,7658.76,28,4,0,1,0,3,3,7.3,5,3,0
EMP02285,40,Female,Divorced,HR,Manager,3,5570.27,1,3,12,3,0,2,1,11.3,3,3,0
EMP02286,58,Male,Divorced,HR,Developer,2,4535.93,16,13,6,0,0,4,3,2.6,5,3,1
EMP02287,25,Female,Single,Support,Developer,1,4289.31,4,9,0,2,1,2,3,4.2,2,3,1
EMP02288,25,Male,Single,Sales,Sales Rep,2,5508.36,32,0,3,4,0,3,2,2.5,4,4,0
EMP02289,41,Female,Divorced,R&D,Executive,3,2086.09,29,11,1,1,0,2,3,10.4,5,3,0
EMP02290,31,Female,Single,HR,Sales Rep,1,3793.2,8,16,9,2,0,4,3,19.4,3,3,0
EMP02291,45,Female,Married,Engineering,Executive,4,3856.75,2,2,8,2,0,2,3,5.2,3,3,0
EMP02292,56,Male,Divorced,R&D,Sales Rep,2,5615.94,24,9,2,3,0,3,3,2.0,2,3,0
EMP02293,47,Male,Divorced,Engineering,Sales Rep,4,4916.49,14,0,5,4,1,4,4,14.1,0,4,1
EMP02294,58,Male,Divorced,Support,Developer,3,5231.17,1,18,6,2,1,3,4,60.4,3,3,0
EMP02295,59,Male,Single,HR,Executive,3,4814.8,33,17,1,1,1,3,3,2.2,0,3,0
EMP02296,42,Male,Single,R&D,Developer,3,4670.49,11,12,0,0,1,4,3,2.6,2,3,0
EMP02297,42,Female,Single,R&D,Executive,3,5457.99,20,19,1,4,0,4,2,15.2,2,3,0
EMP02298,31,Male,Married,HR,Manager,1,6046.43,15,16,7,4,1,3,3,4.5,1,3,0
EMP02299,59,Female,Single,Sales,Manager,5,6601.8,28,3,12,2,1,1,3,13.8,1,3,0
EMP02300,25,Female,Divorced,Support,Manager,3,4959.65,21,8,8,1,0,3,4,4.0,4,3,1
EMP02301,41,Female,Single,HR,Analyst,2,6578.27,23,9,7,1,0,3,2,13.7,1,2,1
EMP02302,38,Male,Single,R&D,Developer,2,7385.43,9,9,0,2,0,2,3,12.7,1,4,0
EMP02303,28,Male,Single,Sales,Developer,5,4087.4,20,14,1,1,1,3,3,16.6,0,3,0
EMP02304,25,Male,Single,R&D,Manager,2,6187.49,17,4,3,1,0,2,3,16.4,1,3,0
EMP02305,50,Male,Divorced,Engineering,Sales Rep,3,4146.06,15,17,14,1,1,2,4,0.7,4,3,1
