customer_id,age,income,employment_status,credit_card_limit,num_credit_cards,credit_score,loan_balance,avg_monthly_spend,missed_payments,region
CUST00730,66,80772.12,Freelancer,9792.0,2,696.0,10458.44,1864.86,2,South
CUST00731,42,61863.17,Employed,12083.64,1,696.0,30444.26,3675.28,1,East
CUST00732,50,49780.22,Employed,13586.22,1,619.0,23104.96,1887.2,0,West
CUST00733,55,8929.01,Employed,13345.37,2,700.0,8538.83,1848.2,0,East
CUST00734,23,56632.3,Employed,11082.49,2,843.0,3584.2,2315.44,4,East
CUST00735,61,53479.75,Employed,12458.04,2,760.0,13052.55,1668.62,3,North
CUST00736,62,67807.32,Freelancer,15224.98,2,641.0,40153.81,1324.5,0,West
CUST00737,49,56921.9,Employed,11540.8,5,590.0,2930.96,2642.43,2,East
CUST00738,62,53592.3,Freelancer,7811.06,3,683.0,26320.44,936.39,2,West
CUST00739,64,24412.02,Employed,11749.15,3,734.0,2390.65,1825.91,1,Central
CUST00740,38,41200.64,Employed,9888.16,1,678.0,37811.28,1761.12,2,South
CUST00741,33,69533.02,Freelancer,2956.0,0,774.0,17726.14,1300.19,4,South
CUST00742,38,94318.15,Freelancer,11385.99,2,641.0,1734.22,1009.29,2,South
CUST00743,28,58049.49,Retired,10349.95,0,691.0,3392.69,1723.51,3,West
CUST00744,54,66556.22,Employed,13469.25,1,675.0,39243.36,2019.73,1,East
CUST00745,53,79049.56,Freelancer,7749.72,1,717.0,10625.94,2428.52,1,West
CUST00746,52,43782.12,Freelancer,5482.87,1,720.0,9063.06,1337.15,1,South
CUST00747,36,67336.28,Employed,10506.04,1,739.0,900.58,1329.33,0,East
CUST00748,37,45190.2,Employed,11140.53,1,674.0,1316.74,2715.68,2,North
CUST00749,35,77296.49,Employed,10281.5,4,743.0,17647.73,1519.29,4,South
CUST00750,64,63028.06,Employed,10062.13,3,697.0,22504.31,1599.69,1,East
CUST00751,58,65969.04,Employed,6793.82,2,748.0,30261.83,2531.29,1,East
CUST00752,66,44348.03,Retired,9583.25,2,755.0,10481.74,812.34,2,Central
CUST00753,31,74140.65,Employed,8954.78,2,681.0,5975.26,1079.21,1,North
CUST00754,32,101694.26,Freelancer,13218.13,1,646.0,14733.36,2635.18,0,North
CUST00755,48,39841.77,Unemployed,11137.98,1,690.0,14469.62,1439.08,1,Central
CUST00756,18,53204.82,Employed,9166.01,4,730.0,529.22,1479.63,2,East
CUST00757,20,64632.15,Employed,15171.65,4,605.0,41904.81,1530.12,0,North
CUST00758,33,75728.12,Employed,9193.28,3,655.0,15431.83,1607.87,2,North
CUST00759,40,48809.07,Freelancer,11673.36,2,714.0,97.34,1524.46,1,West
CUST00760,28,3339.39,Retired,9499.24,0,551.0,48146.59,1885.49,1,East
CUST00761,29,87183.79,Employed,14893.46,2,628.0,45753.13,2551.66,0,Central
CUST00762,27,75210.12,Freelancer,10260.58,3,649.0,43759.29,1317.88,1,South
CUST00763,49,25141.05,Employed,10349.24,0,676.0,32959.7,1445.33,2,Central
CUST00764,33,47848.62,Unemployed,9580.39,1,664.0,3061.81,1819.23,1,West
CUST00765,25,91363.65,Employed,10589.54,2,665.0,56697.1,2742.92,2,West
CUST00766,55,88955.93,Employed,13598.61,1,613.0,21528.01,1622.72,2,South
CUST00767,29,78772.8,Employed,12537.53,2,768.0,15356.34,1260.58,1,East
CUST00768,41,56477.75,Employed,10084.23,3,650.0,42884.13,588.35,2,North
CUST00769,45,61659.75,Employed,15103.98,1,585.0,7196.87,1343.42,0,Central
CUST00770,25,57381.48,Freelancer,12618.96,0,737.0,40185.16,1279.46,3,Central
CUST00771,45,82564.8,Employed,8685.46,0,641.0,13959.06,1085.03,0,South
CUST00772,53,42483.15,Unemployed,5858.95,2,619.0,12987.44,1842.2,1,East
CUST00773,43,43884.01,Employed,8754.96,2,714.0,15574.82,1642.21,4,East
CUST00774,25,80205.49,Freelancer,11240.05,2,654.0,21046.14,2655.62,2,North
CUST00775,67,59112.77,Freelancer,11791.6,3,688.0,8829.65,1929.25,0,Central
CUST00776,45,87569.35,Freelancer,14077.41,1,648.0,59140.56,2405.13,1,Central
CUST00777,45,46569.76,Employed,6716.36,2,657.0,1390.26,1697.27,1,South
CUST00778,54,58904.43,Employed,8682.53,3,630.0,36770.46,1272.93,3,Central
CUST00779,58,41551.74,Freelancer,6467.07,1,619.0,16068.89,2171.33,1,East
CUST00780,53,60147.25,Employed,5983.6,1,850.0,36105.27,1122.68,3,East
CUST00781,44,30429.06,Employed,8116.54,1,639.0,6901.04,2494.47,4,North
CUST00782,34,50247.33,Employed,11099.84,3,607.0,26491.26,1351.31,3,South
CUST00783,26,31274.92,Unemployed,12314.18,2,737.0,14356.23,2244.21,1,Central
CUST00784,50,73878.46,Unemployed,7154.94,1,693.0,26677.51,2025.76,2,North
CUST00785,37,74331.79,Unemployed,7572.17,3,681.0,5896.14,1217.36,1,East
CUST00786,30,25394.75,Employed,4660.53,1,656.0,37388.25,2526.33,2,East
CUST00787,45,86677.71,Employed,10643.06,1,660.0,38702.94,2952.28,1,North
CUST00788,65,109948.3,Retired,7803.58,5,665.0,9660.31,1350.38,1,West
CUST00789,46,60920.13,Employed,14989.09,3,737.0,7670.26,1407.29,2,West
CUST00790,30,47177.71,Employed,11229.43,1,668.0,12841.84,1841.22,0,South
CUST00791,63,116486.61,Employed,9485.66,1,737.0,3350.61,2320.6,3,East
CUST00792,52,33620.63,Employed,8076.66,2,677.0,10283.92,2534.68,0,North
CUST00793,23,60402.13,Employed,5515.99,2,670.0,34069.32,1585.06,1,West
CUST00794,35,63592.45,Employed,5896.38,1,629.0,6816.11,1882.71,1,South
CUST00795,68,86902.95,Employed,8133.58,6,787.0,19979.87,1588.88,0,East
CUST00796,22,67194.78,Employed,7903.29,2,681.0,14637.54,1552.24,0,North
CUST00797,64,50027.32,Freelancer,7002.48,5,680.0,4544.78,1481.03,0,South
CUST00798,42,40976.31,Employed,11131.28,5,773.0,11381.79,981.88,1,Central
CUST00799,19,53163.56,Employed,11542.8,3,701.0,28718.18,2317.9,0,Central
CUST00800,27,39861.45,Unemployed,8624.1,1,706.0,12142.48,1861.18,0,South
CUST00801,47,60956.51,Retired,15805.46,2,683.0,17902.64,2715.51,0,West
CUST00802,67,48716.08,Employed,4759.81,1,641.0,22400.79,2294.58,0,South
CUST00803,62,30119.24,Freelancer,10174.49,4,741.0,759.92,1559.89,1,West
CUST00804,22,85102.92,Employed,9344.26,0,609.0,789.22,1115.25,1,West
CUST00805,50,50046.55,Employed,8347.9,2,631.0,1831.84,2920.43,2,North
CUST00806,18,34637.26,Employed,7907.01,1,641.0,2668.97,780.87,1,East
CUST00807,35,56634.82,Employed,9979.12,1,693.0,25025.3,1594.87,0,North
CUST00808,49,61367.43,Unemployed,9323.42,2,679.0,8579.51,1604.23,1,East
CUST00809,64,25070.67,Employed,8824.37,3,587.0,3073.34,1411.75,1,East
CUST00810,66,66632.95,Employed,6103.84,5,796.0,11382.97,1289.19,3,North
CUST00811,28,39056.85,Unemployed,5145.66,0,718.0,21616.98,1067.25,1,East
CUST00812,38,94220.58,Employed,9134.45,1,655.0,2263.45,1364.66,2,West
CUST00813,43,70479.21,Freelancer,8793.71,3,702.0,6333.13,1769.28,0,Central
CUST00814,42,52002.0,Freelancer,9408.89,1,702.0,3241.96,1983.42,1,West
CUST00815,39,45096.64,Employed,9674.13,1,663.0,15592.77,1485.02,0,South
CUST00816,44,57900.65,Retired,8432.49,1,700.0,2207.24,1481.89,3,East
CUST00817,66,72255.81,Employed,9362.78,2,700.0,22786.81,1174.55,3,North
CUST00818,30,59490.12,Employed,7439.42,4,735.0,3494.56,1900.53,0,Central
CUST00819,50,55656.82,Employed,14571.84,2,683.0,905.84,1828.86,0,North
CUST00820,51,61167.41,Unemployed,7600.78,4,696.0,36264.66,2027.72,2,East
CUST00821,58,47922.82,Unemployed,8887.06,1,670.0,6079.25,1475.27,1,Central
CUST00822,52,53135.88,Employed,7828.63,1,658.0,10479.8,1253.57,0,East
CUST00823,18,18284.15,Employed,7778.26,2,642.0,1596.95,1788.27,1,East
CUST00824,38,79474.52,Employed,10073.92,1,640.0,9793.38,2112.34,3,East
CUST00825,65,65975.96,Freelancer,9693.3,1,657.0,3776.29,1267.75,1,South
CUST00826,23,44530.88,Freelancer,8621.62,2,668.0,27524.25,1423.45,3,Central
CUST00827,45,97974.7,Unemployed,9149.57,0,730.0,18763.58,1065.21,1,South
CUST00828,34,61740.33,Unemployed,7840.56,1,661.0,16328.71,1096.93,4,West
CUST00829,22,39277.13,Employed,11205.18,1,663.0,22798.17,1471.98,3,South
CUST00830,48,77134.75,Employed,16165.58,0,665.0,5216.11,1295.21,0,West
CUST00831,22,67960.96,Employed,7375.48,4,678.0,9067.4,2280.25,2,Central
CUST00832,55,67891.6,Unemployed,11181.89,1,765.0,1358.24,1817.98,1,North
CUST00833,20,51484.89,Employed,10134.85,1,661.0,1052.87,2559.08,1,Central
CUST00834,40,69009.91,Employed,12005.89,3,708.0,5986.84,2565.14,1,West
CUST00835,54,54764.83,Retired,12090.38,0,697.0,25952.51,1809.11,1,Central
CUST00836,54,71118.83,Freelancer,10616.24,0,683.0,13657.05,597.71,2,Central
CUST00837,27,21901.11,Employed,9880.54,5,632.0,8288.01,2039.03,2,South
CUST00838,27,51322.53,Unemployed,8696.65,3,706.0,51164.28,2486.51,2,East
CUST00839,36,94443.1,Retired,7705.12,1,584.0,8755.5,2179.48,1,East
CUST00840,34,44658.65,Employed,9709.46,3,629.0,9491.49,2009.25,0,East
CUST00841,38,47923.23,Employed,6146.23,4,653.0,73452.26,1651.23,1,South
CUST00842,31,51040.77,Employed,8218.43,4,669.0,2112.44,1093.19,1,South
CUST00843,26,35703.88,Employed,13320.56,0,684.0,4427.93,2175.34,0,West
CUST00844,63,15834.38,Freelancer,10295.54,3,750.0,9058.01,1682.84,2,West
CUST00845,18,55388.27,Employed,12677.99,4,712.0,12704.69,1987.31,2,East
CUST00846,68,62717.19,Employed,14408.93,3,688.0,2403.98,1447.75,0,East
CUST00847,62,58949.9,Employed,9468.91,3,663.0,5980.83,2999.62,2,South
CUST00848,30,57102.43,Employed,10621.98,2,664.0,3731.99,1943.43,0,Central
CUST00849,21,60860.82,Employed,9094.46,2,623.0,28446.41,1572.11,1,South
CUST00850,18,80456.83,Freelancer,7562.18,2,575.0,26992.63,1118.2,2,North
CUST00851,66,56191.08,Employed,7141.1,2,616.0,4113.34,960.79,2,East
CUST00852,57,48518.35,Unemployed,12529.45,5,739.0,8561.98,2172.4,2,South
CUST00853,49,54377.49,Unemployed,10625.88,2,644.0,15817.89,1450.65,1,West
CUST00854,51,71586.94,Employed,15539.81,1,654.0,740.42,1530.05,1,South
CUST00855,45,88240.54,Unemployed,12916.16,2,731.0,32261.89,1474.3,1,North
CUST00856,48,47437.13,Unemployed,7806.36,3,548.0,10731.62,1144.76,0,North
CUST00857,25,61978.68,Employed,12521.03,0,651.0,3853.2,1625.88,4,East
CUST00858,56,66767.15,Employed,9084.77,0,625.0,7581.48,1833.83,1,East
CUST00859,43,40148.44,Unemployed,13650.58,1,695.0,34791.46,1196.04,7,North
CUST00860,51,60408.34,Retired,8541.0,5,708.0,376.43,1999.16,3,West
CUST00861,20,30686.52,Employed,6842.72,3,709.0,2311.1,1065.9,2,Central
CUST00862,67,24618.99,Employed,7612.73,3,755.0,3211.62,1535.4,1,West
CUST00863,29,67334.93,Employed,7766.01,2,708.0,929.92,2018.76,0,East
CUST00864,18,52322.51,Employed,7479.24,1,692.0,3828.34,1791.8,2,East
CUST00865,61,64045.61,Employed,8282.18,1,802.0,25486.83,815.24,0,South
CUST00866,22,59642.1,Employed,12570.08,0,574.0,11232.33,128.25,3,Central
CUST00867,47,40472.0,Employed,15388.13,3,790.0,13949.49,2140.18,5,Central
CUST00868,47,59094.91,Employed,6009.43,1,767.0,2542.0,2214.13,3,West
CUST00869,34,35337.97,Employed,13790.54,3,673.0,4892.5,2062.42,1,West
CUST00870,65,87819.45,Employed,8566.89,1,645.0,37422.22,1663.65,3,South
CUST00871,64,32880.59,Employed,11043.65,1,647.0,3544.19,1651.18,1,East
CUST00872,40,56084.29,Employed,5037.56,1,666.0,35586.04,1736.01,1,West
CUST00873,32,39154.57,Freelancer,11572.11,0,740.0,16324.6,2151.13,1,South
CUST00874,54,71408.42,Retired,3984.06,0,557.0,10480.62,1719.92,2,North
CUST00875,38,53371.37,Employed,10941.81,2,780.0,2866.49,2024.38,2,North
CUST00876,31,49626.67,Employed,10771.77,2,680.0,16794.49,2588.56,0,South
CUST00877,19,77064.03,Employed,10573.02,2,739.0,32625.72,1219.77,0,North
CUST00878,28,60588.61,Employed,7795.27,1,619.0,2611.39,1688.78,1,North
CUST00879,68,70332.89,Employed,11648.58,2,716.0,92.98,1284.97,2,North
CUST00880,56,40373.48,Employed,11173.24,2,699.0,20209.63,1563.9,3,East
CUST00881,55,31903.66,Freelancer,9370.14,3,708.0,13761.65,1739.27,0,South
CUST00882,51,62144.16,Employed,12015.55,3,645.0,10490.12,1272.22,1,Central
CUST00883,55,53623.07,Employed,9713.19,1,661.0,9133.36,825.56,0,East
CUST00884,67,72528.69,Freelancer,11586.33,3,618.0,10325.27,1016.08,1,West
CUST00885,51,58401.83,Unemployed,9622.36,2,718.0,7040.05,2066.13,1,North
CUST00886,35,64101.51,Employed,10650.11,3,747.0,1288.79,1399.0,0,North
CUST00887,47,27532.35,Employed,11724.17,4,694.0,22423.17,1668.77,3,East
CUST00888,32,97768.74,Employed,8806.26,2,546.0,9461.99,1829.68,1,North
CUST00889,44,56715.16,Employed,6298.49,5,748.0,26140.63,2344.35,0,West
CUST00890,68,73951.74,Employed,10828.24,1,686.0,60445.85,1629.71,1,West
CUST00891,51,43278.17,Employed,13568.17,1,547.0,2826.6,1947.85,1,North
CUST00892,69,66160.2,Employed,10897.45,3,595.0,23660.65,1120.76,2,Central
CUST00893,55,33943.1,Unemployed,10954.43,1,627.0,56925.74,1703.49,3,South
CUST00894,50,69041.36,Freelancer,9873.47,0,680.0,19334.09,1213.42,1,North
CUST00895,41,52880.52,Employed,12217.36,1,629.0,4234.83,1715.28,1,East
CUST00896,32,60583.81,Employed,9442.19,1,636.0,34020.69,1876.54,1,South
CUST00897,47,73959.48,Employed,8638.3,5,726.0,23641.7,1659.5,3,South
CUST00898,59,35349.19,Employed,13315.89,2,739.0,8948.73,1546.09,1,West
CUST00899,68,46310.17,Employed,8408.39,2,727.0,12749.39,1961.49,1,North
CUST00900,34,69146.49,Freelancer,12668.41,3,598.0,19197.81,1558.07,1,East
CUST00901,22,101964.43,Unemployed,13317.81,4,727.0,1994.76,1551.54,1,East
CUST00902,46,57238.35,Freelancer,11700.45,1,656.0,39256.14,1168.28,1,South
CUST00903,21,71822.72,Freelancer,6252.29,2,778.0,65663.48,2103.49,2,South
CUST00904,27,57860.57,Retired,10081.46,2,693.0,6019.09,1774.63,3,East
CUST00905,34,98844.91,Unemployed,9394.0,0,741.0,18833.46,1512.23,1,North
CUST00906,27,25055.57,Retired,8512.0,2,708.0,8204.69,1176.78,3,North
CUST00907,34,61892.42,Employed,10428.25,3,702.0,421.91,3202.12,2,North
CUST00908,37,27489.12,Employed,12307.62,2,662.0,47809.52,-9.95,2,South
CUST00909,41,9868.57,Employed,8624.34,2,740.0,2302.89,1345.01,2,Central
CUST00910,22,65949.24,Retired,9485.85,3,727.0,1168.51,1510.6,2,Central
CUST00911,51,62789.96,Employed,9276.82,1,663.0,27227.5,2352.33,1,North
CUST00912,23,54303.26,Employed,13491.61,0,658.0,516.81,1611.27,1,South
CUST00913,19,57876.12,Employed,9228.7,2,644.0,17465.85,1909.17,0,South
CUST00914,30,121965.99,Unemployed,6296.78,1,721.0,39905.21,1535.28,2,South
CUST00915,60,54836.5,Employed,5279.7,3,692.0,7817.85,2906.19,0,South
CUST00916,60,70202.49,Freelancer,11088.19,2,694.0,1061.99,2037.21,3,Central
CUST00917,65,47012.7,Retired,7717.95,0,662.0,3694.12,1409.8,1,Central
CUST00918,28,65904.65,Freelancer,12006.17,2,753.0,44441.46,2222.24,1,North
CUST00919,68,55235.33,Employed,6006.34,4,606.0,9393.16,1651.55,1,South
CUST00920,64,51789.63,Employed,8383.26,2,719.0,11692.35,2896.0,2,Central
CUST00921,40,96377.97,Employed,6008.29,1,729.0,2545.13,2610.88,2,West
CUST00922,33,83543.7,Employed,11303.83,1,664.0,37518.63,1976.63,2,East
CUST00923,48,62734.93,Employed,11946.54,2,608.0,10920.13,1657.96,1,West
CUST00924,28,13915.76,Freelancer,11015.88,1,699.0,11289.02,1419.0,1,West
CUST00925,33,52779.82,Employed,6742.19,1,740.0,12872.0,2329.25,2,West
CUST00926,25,114060.55,Freelancer,7762.71,3,769.0,21874.92,2671.13,1,West
CUST00927,21,55386.77,Retired,10702.94,2,713.0,3402.62,1624.97,1,West
CUST00928,57,82064.35,Employed,4936.78,2,649.0,42795.15,2069.52,2,Central
CUST00929,21,88838.85,Retired,9276.6,0,715.0,2892.94,2103.27,2,North
CUST00930,42,64379.28,Freelancer,14550.72,2,705.0,3298.76,2334.02,3,East
CUST00931,20,43163.57,Employed,9460.13,3,696.0,187.29,1332.88,1,Central
CUST00932,49,11293.75,Employed,5534.37,5,636.0,298.21,2066.37,2,North
CUST00933,20,73683.26,Employed,8177.77,1,710.0,8401.33,3146.34,1,West
CUST00934,44,43704.88,Employed,8107.92,5,703.0,3031.22,1857.56,1,West
CUST00935,46,63523.01,Unemployed,16420.93,2,801.0,3571.99,2072.18,2,Central
CUST00936,49,35003.59,Employed,14997.04,1,684.0,66253.42,2027.27,3,Central
CUST00937,67,54695.25,Unemployed,12192.81,1,765.0,39742.62,2132.11,1,North
CUST00938,68,60674.38,Employed,8970.77,0,750.0,5839.16,1105.53,2,West
CUST00939,36,65371.87,Employed,13601.89,2,682.0,6304.67,3028.59,0,East
CUST00940,38,37703.56,Employed,6599.62,3,742.0,5181.75,1859.99,0,Central
CUST00941,22,83938.22,Employed,13229.73,1,641.0,32085.46,2126.78,1,North
CUST00942,35,48062.1,Employed,12783.92,2,670.0,1551.87,1852.85,1,East
CUST00943,45,26510.61,Employed,9545.96,1,653.0,13159.15,2366.01,2,East
CUST00944,59,57819.53,Freelancer,13417.56,1,672.0,3092.5,1498.89,2,East
CUST00945,39,60687.51,Unemployed,8658.34,3,580.0,21291.76,1015.7,2,Central
CUST00946,38,63211.79,Employed,6204.74,2,770.0,14969.01,1729.5,1,North
CUST00947,23,87242.65,Employed,12933.9,1,665.0,7361.51,2087.58,2,West
CUST00948,18,55271.02,Employed,9744.27,4,719.0,1548.92,1592.03,2,West
CUST00949,22,57607.61,Employed,11805.34,0,692.0,21877.09,1397.15,0,North
CUST00950,58,37936.31,Unemployed,15462.66,2,666.0,1202.48,2009.07,2,Central
CUST00951,29,76411.07,Freelancer,7833.24,3,616.0,4797.76,1243.46,1,Central
CUST00952,43,63686.18,Freelancer,9569.86,4,634.0,4388.31,2387.61,1,East
CUST00953,63,51599.45,Employed,14708.9,3,668.0,12959.92,1612.62,0,North
CUST00954,51,21906.51,Freelancer,12006.2,0,656.0,10814.96,2098.46,0,Central
CUST00955,66,88888.24,Employed,7900.65,2,631.0,4922.2,1103.31,0,East
CUST00956,31,35446.4,Retired,7134.95,1,646.0,8441.66,2612.05,0,South
CUST00957,43,48174.44,Employed,8415.76,0,703.0,8600.27,2081.32,2,West
CUST00958,62,67166.89,Employed,7784.76,1,724.0,12784.24,2168.19,0,West
CUST00959,44,36068.84,Employed,10712.04,0,622.0,34276.89,1025.62,0,South
CUST00960,26,30129.8,Employed,10235.3,3,636.0,2296.09,1350.24,0,South
CUST00961,43,17521.05,Freelancer,10837.71,2,691.0,12236.39,1919.45,1,West
CUST00962,64,74419.94,Unemployed,7477.56,1,672.0,278.25,1150.35,4,Central
CUST00963,39,49096.28,Employed,9787.5,2,662.0,17970.89,1423.82,1,West
CUST00964,64,118545.4,Unemployed,3832.9,3,726.0,15341.19,2253.02,1,Central
CUST00965,47,40112.9,Employed,10435.02,4,689.0,17763.32,1436.48,1,West
CUST00966,60,41570.98,Employed,13526.32,1,599.0,9663.72,2024.27,1,East
CUST00967,65,48692.14,Retired,5725.76,2,640.0,3102.75,1303.77,2,Central
CUST00968,34,64862.69,Freelancer,11450.28,1,597.0,8915.31,2160.51,0,East
CUST00969,43,50595.93,Employed,8166.96,1,671.0,358.21,1127.47,1,East
CUST00970,53,72246.64,Employed,12407.5,4,614.0,7205.31,2156.33,0,East
CUST00971,18,40428.23,Employed,10475.94,3,592.0,27355.73,3098.09,0,East
CUST00972,25,32368.17,Freelancer,11214.11,2,577.0,6200.64,1479.01,1,West
CUST00973,66,24035.71,Retired,10194.47,2,779.0,13438.29,1403.23,1,South
CUST00974,52,15528.52,Employed,13985.0,0,612.0,4539.2,2483.55,3,North
CUST00975,69,49638.62,Freelancer,11042.23,1,664.0,2161.83,1838.87,1,East
CUST00976,32,53980.39,Employed,7883.73,1,683.0,11038.39,1098.2,0,West
CUST00977,64,47371.26,Employed,10296.15,1,686.0,546.29,2003.59,1,North
CUST00978,39,84868.12,Retired,8893.36,2,711.0,35226.31,1929.93,1,West
CUST00979,31,84560.6,Employed,10487.2,1,677.0,22521.0,1420.43,2,East
CUST00980,43,53303.94,Employed,8740.69,1,657.0,92624.08,1397.31,0,West
CUST00981,45,24121.58,Unemployed,7969.57,0,691.0,74828.91,2321.18,1,North
CUST00982,40,48665.9,Employed,10597.82,1,690.0,19583.77,1207.14,2,South
CUST00983,31,48003.57,Employed,10167.37,2,683.0,22487.98,977.6,2,East
CUST00984,41,46857.3,Retired,13191.87,6,712.0,11264.55,1334.99,2,East
CUST00985,19,46045.62,Unemployed,8755.13,0,649.0,3698.94,2319.32,1,East
CUST00986,62,46930.74,Freelancer,4057.44,3,670.0,24785.81,1643.11,0,West
CUST00987,43,52269.17,Employed,8908.39,1,614.0,4714.37,1461.4,2,Central
CUST00988,31,47289.18,Employed,5120.71,1,668.0,15746.69,1758.91,1,East
CUST00989,68,64166.45,Retired,11247.02,0,648.0,19688.8,2092.49,2,East
CUST00990,24,67207.37,Employed,4978.31,2,733.0,12461.72,2720.83,1,West
CUST00991,20,41787.1,Employed,7034.89,4,607.0,16302.96,2010.56,2,West
CUST00992,64,85421.31,Employed,8913.0,3,656.0,5198.99,2976.01,2,East
CUST00993,40,40398.75,Employed,14631.85,2,654.0,21439.0,2238.83,0,Central
CUST00994,63,27643.99,Employed,6781.33,2,714.0,43115.5,1621.43,2,West
CUST00995,60,67615.56,Freelancer,10037.21,3,616.0,9924.89,2334.63,1,West
CUST00996,64,43651.84,Retired,11739.93,1,680.0,1934.17,2182.18,1,East
CUST00997,62,66425.83,Employed,14452.18,2,684.0,14502.65,2497.27,1,Central
CUST00998,35,11926.63,Freelancer,12333.38,2,726.0,6264.88,2242.17,3,North
CUST00999,55,87849.12,Freelancer,13281.72,0,637.0,8147.79,1868.36,3,North
CUST01000,52,73445.87,Freelancer,12592.92,1,615.0,2466.49,1511.44,3,East
CUST01001,68,29990.47,Employed,6372.63,3,704.0,14743.98,1880.92,3,Central
CUST01002,32,30424.46,Employed,11079.08,0,610.0,23214.54,910.79,2,Central
CUST01003,42,93445.32,Employed,12545.98,3,654.0,21814.74,1702.23,3,West
CUST01004,54,45252.4,Employed,7130.5,4,668.0,76447.11,1092.22,3,East
CUST01005,45,43316.3,Employed,8260.72,0,711.0,3577.61,2074.9,0,North
CUST01006,27,14678.96,Employed,7590.42,1,603.0,36825.98,2300.52,3,West
CUST01007,56,52984.44,Employed,12317.87,4,665.0,19786.19,1989.31,1,East
CUST01008,34,55445.61,Employed,9792.16,2,681.0,18438.62,1702.44,0,West
CUST01009,56,74309.86,Employed,9037.46,1,637.0,17268.73,1628.85,4,East
CUST01010,39,32018.43,Employed,6154.99,4,662.0,11594.7,2520.6,0,West
CUST01011,43,29594.26,Freelancer,9797.82,1,724.0,7137.9,2391.91,0,West
CUST01012,61,69019.25,Employed,8297.23,1,655.0,43061.8,1163.22,2,Central
CUST01013,42,80134.6,Freelancer,10730.02,2,662.0,2456.98,1953.15,1,South
CUST01014,34,28576.95,Retired,6571.1,1,724.0,2903.45,1995.12,0,East
CUST01015,30,81630.28,Freelancer,10533.72,2,669.0,252.84,1676.72,1,Central
CUST01016,37,60750.84,Freelancer,8683.15,2,747.0,20170.67,980.57,2,East
CUST01017,42,81836.11,Retired,6252.11,1,598.0,33662.63,567.26,2,Central
CUST01018,21,58595.59,Employed,6018.15,3,666.0,3087.74,1903.35,0,North
CUST01019,27,9554.44,Retired,6468.94,0,719.0,525.39,784.11,1,Central
CUST01020,20,56960.65,Freelancer,9380.8,2,644.0,4197.77,1485.88,1,North
CUST01021,58,81202.88,Freelancer,10362.99,5,668.0,32269.64,2210.65,1,North
CUST01022,62,42125.08,Employed,10809.47,1,743.0,244.73,2049.55,0,West
CUST01023,35,52240.7,Employed,10922.66,1,641.0,1599.7,1442.05,2,South
CUST01024,64,56477.33,Unemployed,7724.43,2,704.0,379.59,2337.29,1,East
CUST01025,53,2009.72,Unemployed,13175.21,3,717.0,43010.1,2115.63,1,North
CUST01026,64,93426.95,Freelancer,8673.32,1,684.0,2184.11,1507.17,3,East
CUST01027,39,41972.49,Employed,11350.45,0,682.0,34601.65,2712.69,0,West
CUST01028,51,70114.71,Employed,9507.53,2,629.0,9620.81,2092.43,2,South
CUST01029,64,58265.98,Employed,11126.86,4,717.0,7534.39,1332.16,0,West
CUST01030,25,85152.38,Employed,9357.02,6,617.0,8340.28,568.22,1,South
CUST01031,57,68121.12,Employed,11180.9,3,700.0,8136.53,1934.34,0,North
CUST01032,66,55301.51,Employed,9977.83,2,654.0,6272.13,1497.06,1,Central
CUST01033,61,42129.7,Employed,12441.52,4,660.0,24974.2,1812.58,2,South
CUST01034,36,75957.01,Employed,7543.94,0,670.0,10639.02,1657.98,2,West
CUST01035,59,22531.17,Employed,4690.33,2,705.0,70625.86,481.11,0,East
CUST01036,58,72917.81,Retired,7079.93,0,758.0,10940.06,1624.71,2,North
CUST01037,54,38019.1,Freelancer,13206.76,1,686.0,25595.37,1138.48,2,South
CUST01038,23,85045.67,Freelancer,9536.32,4,644.0,20503.08,1495.1,0,North
CUST01039,69,63225.99,Employed,10276.19,1,608.0,7689.98,1452.61,2,North
CUST01040,43,72882.48,Unemployed,6839.09,3,738.0,23312.56,1838.34,2,South
CUST01041,51,61639.78,Employed,10196.66,4,689.0,2525.71,1979.86,1,East
CUST01042,62,24952.46,Retired,6931.56,3,668.0,3409.95,2076.81,5,North
CUST01043,23,42785.42,Freelancer,7372.66,2,683.0,14469.6,361.28,0,North
CUST01044,54,73447.79,Employed,8792.55,2,718.0,18649.23,2652.74,0,West
CUST01045,50,63333.12,Freelancer,11335.29,2,659.0,15485.16,820.84,1,North
CUST01046,39,83619.8,Employed,11655.54,6,647.0,10683.23,1791.93,0,North
CUST01047,38,68065.49,Employed,11737.13,7,615.0,2220.67,1302.86,3,North
CUST01048,23,40665.96,Unemployed,5235.75,2,626.0,6996.4,1977.32,1,North
CUST01049,23,44078.72,Employed,9980.01,2,663.0,13928.91,702.31,0,East
CUST01050,65,62058.35,Employed,9409.65,1,734.0,3844.11,2729.54,1,Central
CUST01051,21,13719.12,Freelancer,5403.45,0,655.0,15234.87,1584.42,3,Central
CUST01052,47,93468.84,Employed,10047.95,4,693.0,4004.1,2100.32,1,Central
CUST01053,28,68834.93,Unemployed,9248.72,2,736.0,1544.76,1319.63,1,North
CUST01054,47,84540.69,Retired,11534.58,3,699.0,5880.94,2796.53,3,Central
CUST01055,48,28387.92,Employed,10243.74,2,779.0,4777.35,976.75,2,East
